,sentence,word,sense,context,sym_context,sem_context,sns_context
2264, p10/d2255,captured,capture.v.03,"['We', 'captured', 'cicadas', 'with', 'a']","['speaker', 'capture', 'cicada', 'with', 'a']","['PRO', 'EPS', 'CON', 'REL', 'DIS']","['O', 'capture.v.03', 'cicada.n.01', 'O', 'O']"
2265, p10/d2255,cicadas,cicada.n.01,"['We', 'captured', 'cicadas', 'with', 'a', 'net']","['speaker', 'capture', 'cicada', 'with', 'a', 'net']","['PRO', 'EPS', 'CON', 'REL', 'DIS', 'CON']","['O', 'capture.v.03', 'cicada.n.01', 'O', 'O', 'net.n.02']"
2266, p10/d2255,net,net.n.02,"['cicadas', 'with', 'a', 'net', '.']","['cicada', 'with', 'a', 'net', '.']","['CON', 'REL', 'DIS', 'CON', 'NIL']","['cicada.n.01', 'O', 'O', 'net.n.02', 'O']"
2267, p30/d3026,took,take.v.02,"['It', 'took', 'me', 'five', 'hours']","['it', 'take', 'speaker', '5', 'hour']","['NIL', 'EPS', 'PRO', 'QUC', 'UOM']","['O', 'take.v.02', 'O', 'O', 'hour.n.01']"
2268, p30/d3026,hours,hour.n.01,"['took', 'me', 'five', 'hours', 'to', 'make', 'this']","['take', 'speaker', '5', 'hour', 'to', 'make', 'this']","['EPS', 'PRO', 'QUC', 'UOM', 'NIL', 'EXS', 'PRX']","['take.v.02', 'O', 'O', 'hour.n.01', 'O', 'make.v.06', 'O']"
2269, p30/d3026,make,make.v.06,"['five', 'hours', 'to', 'make', 'this', 'kennel', '.']","['5', 'hour', 'to', 'make', 'this', 'kennel', '.']","['QUC', 'UOM', 'NIL', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'hour.n.01', 'O', 'make.v.06', 'O', 'kennel.n.01', 'O']"
2270, p30/d3026,kennel,kennel.n.01,"['to', 'make', 'this', 'kennel', '.']","['to', 'make', 'this', 'kennel', '.']","['NIL', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'make.v.06', 'O', 'kennel.n.01', 'O']"
2271, p10/d2714,They,person.n.01,"['They', 'have', 'to', 'go']","['person', 'have', 'to', 'go', 'to']","['PRO', 'NEC', 'NIL', 'EXS', 'REL']","['person.n.01', 'O', 'O', 'go.v.01', 'O']"
2272, p10/d2714,go,go.v.01,"['They', 'have', 'to', 'go', 'to', 'school', '.']","['person', 'have', 'to', 'go', 'to', 'school', '.']","['PRO', 'NEC', 'NIL', 'EXS', 'REL', 'CON', 'NIL']","['person.n.01', 'O', 'O', 'go.v.01', 'O', 'school.n.02', 'O']"
2273, p10/d2714,school,school.n.02,"['to', 'go', 'to', 'school', '.']","['to', 'go', 'to', 'school', '.']","['NIL', 'EXS', 'REL', 'CON', 'NIL']","['O', 'go.v.01', 'O', 'school.n.02', 'O']"
2274, p20/d2522,come,come.v.02,"['I', 'can', 'come', 'at', 'three', '.']","['speaker', 'can', 'come', 'at', '15:00', '.']","['PRO', 'POS', 'EXS', 'REL', 'CLO', 'NIL']","['O', 'O', 'come.v.02', 'O', 'O', 'O']"
2275, p10/d3369,Tom,male.n.02,"['Tom', 'squeezed', 'this', 'orange~juice']","['tom', 'squeeze', 'this', 'orange~juice']","['PER', 'EPS', 'PRX', 'CON']","['male.n.02', 'squeeze.v.01', 'O', 'orange_juice.n.01']"
2276, p10/d3369,squeezed,squeeze.v.01,"['Tom', 'squeezed', 'this', 'orange~juice', 'himself']","['tom', 'squeeze', 'this', 'orange~juice', 'male']","['PER', 'EPS', 'PRX', 'CON', 'EMP']","['male.n.02', 'squeeze.v.01', 'O', 'orange_juice.n.01', 'male.n.02']"
2277, p10/d3369,orange~juice,orange_juice.n.01,"['Tom', 'squeezed', 'this', 'orange~juice', 'himself', '.']","['tom', 'squeeze', 'this', 'orange~juice', 'male', '.']","['PER', 'EPS', 'PRX', 'CON', 'EMP', 'NIL']","['male.n.02', 'squeeze.v.01', 'O', 'orange_juice.n.01', 'male.n.02', 'O']"
2278, p10/d3369,himself,male.n.02,"['squeezed', 'this', 'orange~juice', 'himself', '.']","['squeeze', 'this', 'orange~juice', 'male', '.']","['EPS', 'PRX', 'CON', 'EMP', 'NIL']","['squeeze.v.01', 'O', 'orange_juice.n.01', 'male.n.02', 'O']"
2279, p30/d2967,He,male.n.02,"['He', 'dropped', 'the', 'cup']","['male', 'drop', 'the', 'cup']","['PRO', 'EPS', 'DEF', 'CON']","['male.n.02', 'drop.v.01', 'O', 'cup.n.01']"
2280, p30/d2967,dropped,drop.v.01,"['He', 'dropped', 'the', 'cup', 'and']","['male', 'drop', 'the', 'cup', 'and']","['PRO', 'EPS', 'DEF', 'CON', 'COO']","['male.n.02', 'drop.v.01', 'O', 'cup.n.01', 'O']"
2281, p30/d2967,cup,cup.n.01,"['He', 'dropped', 'the', 'cup', 'and', 'broke', 'it']","['male', 'drop', 'the', 'cup', 'and', 'break', 'entity']","['PRO', 'EPS', 'DEF', 'CON', 'COO', 'EPS', 'PRO']","['male.n.02', 'drop.v.01', 'O', 'cup.n.01', 'O', 'break.v.05', 'entity.n.01']"
2282, p30/d2967,broke,break.v.05,"['the', 'cup', 'and', 'broke', 'it', '.']","['the', 'cup', 'and', 'break', 'entity', '.']","['DEF', 'CON', 'COO', 'EPS', 'PRO', 'NIL']","['O', 'cup.n.01', 'O', 'break.v.05', 'entity.n.01', 'O']"
2283, p30/d2967,it,entity.n.01,"['cup', 'and', 'broke', 'it', '.']","['cup', 'and', 'break', 'entity', '.']","['CON', 'COO', 'EPS', 'PRO', 'NIL']","['cup.n.01', 'O', 'break.v.05', 'entity.n.01', 'O']"
2284, p00/d0865,threw,throw_up.v.01,"['I', 'threw', 'up', '.']","['speaker', 'throw~up', 'up', '.']","['PRO', 'EPS', 'REL', 'NIL']","['O', 'throw_up.v.01', 'O', 'O']"
2285, p20/d3028,suddenly,suddenly.r.01,"['I', ""'ve"", 'suddenly', 'started', 'to', 'gain']","['speaker', 'have', 'suddenly', 'start', 'to', 'gain']","['PRO', 'NOW', 'IST', 'EXT', 'NIL', 'EXS']","['O', 'O', 'suddenly.r.01', 'start.v.01', 'O', 'gain.v.09']"
2286, p20/d3028,started,start.v.01,"['I', ""'ve"", 'suddenly', 'started', 'to', 'gain', 'weight']","['speaker', 'have', 'suddenly', 'start', 'to', 'gain', 'weight']","['PRO', 'NOW', 'IST', 'EXT', 'NIL', 'EXS', 'CON']","['O', 'O', 'suddenly.r.01', 'start.v.01', 'O', 'gain.v.09', 'weight.n.01']"
2287, p20/d3028,gain,gain.v.09,"['suddenly', 'started', 'to', 'gain', 'weight', '.']","['suddenly', 'start', 'to', 'gain', 'weight', '.']","['IST', 'EXT', 'NIL', 'EXS', 'CON', 'NIL']","['suddenly.r.01', 'start.v.01', 'O', 'gain.v.09', 'weight.n.01', 'O']"
2288, p20/d3028,weight,weight.n.01,"['started', 'to', 'gain', 'weight', '.']","['start', 'to', 'gain', 'weight', '.']","['EXT', 'NIL', 'EXS', 'CON', 'NIL']","['start.v.01', 'O', 'gain.v.09', 'weight.n.01', 'O']"
2289, p30/d3068,Tom,male.n.02,"['Tom', 'suffered', 'from', 'a']","['tom', 'suffer', 'from', 'a']","['PER', 'EPS', 'REL', 'DIS']","['male.n.02', 'suffer.v.02', 'O', 'O']"
2290, p30/d3068,suffered,suffer.v.02,"['Tom', 'suffered', 'from', 'a', 'collapsed']","['tom', 'suffer', 'from', 'a', 'collapse']","['PER', 'EPS', 'REL', 'DIS', 'EXT']","['male.n.02', 'suffer.v.02', 'O', 'O', 'collapse.v.03']"
2291, p30/d3068,collapsed,collapse.v.03,"['suffered', 'from', 'a', 'collapsed', 'lung', '.']","['suffer', 'from', 'a', 'collapse', 'lung', '.']","['EPS', 'REL', 'DIS', 'EXT', 'CON', 'NIL']","['suffer.v.02', 'O', 'O', 'collapse.v.03', 'lung.n.01', 'O']"
2292, p30/d3068,lung,lung.n.01,"['from', 'a', 'collapsed', 'lung', '.']","['from', 'a', 'collapse', 'lung', '.']","['REL', 'DIS', 'EXT', 'CON', 'NIL']","['O', 'O', 'collapse.v.03', 'lung.n.01', 'O']"
2293, p00/d3046,expelled,expel.v.01,"['I', 'was', 'expelled', 'from', 'school', '.']","['speaker', 'be', 'expel', 'from', 'school', '.']","['PRO', 'PST', 'EXS', 'REL', 'CON', 'NIL']","['O', 'O', 'expel.v.01', 'O', 'school.n.01', 'O']"
2294, p00/d3046,school,school.n.01,"['was', 'expelled', 'from', 'school', '.']","['be', 'expel', 'from', 'school', '.']","['PST', 'EXS', 'REL', 'CON', 'NIL']","['O', 'expel.v.01', 'O', 'school.n.01', 'O']"
2295, p20/d2499,street,street.n.01,"['The', 'street', 'is', 'empty', '.']","['the', 'street', 'be', 'empty', '.']","['DEF', 'CON', 'NOW', 'IST', 'NIL']","['O', 'street.n.01', 'O', 'empty.a.01', 'O']"
2296, p20/d2499,empty,empty.a.01,"['The', 'street', 'is', 'empty', '.']","['the', 'street', 'be', 'empty', '.']","['DEF', 'CON', 'NOW', 'IST', 'NIL']","['O', 'street.n.01', 'O', 'empty.a.01', 'O']"
2297, p00/d0801,calling,call.v.03,"['I', ""'m"", 'calling', 'because', 'I', ""'ve""]","['speaker', 'be', 'call', 'because', 'speaker', 'have']","['PRO', 'NOW', 'EXG', 'SUB', 'PRO', 'NOW']","['O', 'O', 'call.v.03', 'O', 'O', 'O']"
2298, p00/d0801,lost,lose.v.05,"['because', 'I', ""'ve"", 'lost', 'my', 'credit~card', '.']","['speaker', 'because', 'speaker', 'have', 'lose', 'speaker', 'credit~card', '.']","['PRO', 'SUB', 'PRO', 'NOW', 'EXT', 'HAS', 'CON', 'NIL']","['O', 'O', 'O', 'O', 'lose.v.05', 'O', 'credit_card.n.01', 'O']"
2299, p00/d0801,credit~card,credit_card.n.01,"[""'ve"", 'lost', 'my', 'credit~card', '.']","['have', 'lose', 'speaker', 'credit~card', '.']","['NOW', 'EXT', 'HAS', 'CON', 'NIL']","['O', 'lose.v.05', 'O', 'credit_card.n.01', 'O']"
2300, p20/d1539,None,entity.n.01,"['None', 'of', 'the', 'children']","['entity', 'of', 'the', 'child']","['NOT', 'REL', 'DEF', 'CON']","['entity.n.01', 'O', 'O', 'child.n.01']"
2301, p20/d1539,children,child.n.01,"['None', 'of', 'the', 'children', 'are', 'sitting', '.']","['entity', 'of', 'the', 'child', 'be', 'sit', '.']","['NOT', 'REL', 'DEF', 'CON', 'NOW', 'EXG', 'NIL']","['entity.n.01', 'O', 'O', 'child.n.01', 'O', 'sit.v.01', 'O']"
2302, p20/d1539,sitting,sit.v.01,"['the', 'children', 'are', 'sitting', '.']","['the', 'child', 'be', 'sit', '.']","['DEF', 'CON', 'NOW', 'EXG', 'NIL']","['O', 'child.n.01', 'O', 'sit.v.01', 'O']"
2303, p10/d2863,one,person.n.01,"['No', 'one', 'was', 'alive', '.']","['no', 'person', 'be', 'alive', '.']","['NOT', 'CON', 'PST', 'IST', 'NIL']","['O', 'person.n.01', 'O', 'alive.a.01', 'O']"
2304, p10/d2863,alive,alive.a.01,"['No', 'one', 'was', 'alive', '.']","['no', 'person', 'be', 'alive', '.']","['NOT', 'CON', 'PST', 'IST', 'NIL']","['O', 'person.n.01', 'O', 'alive.a.01', 'O']"
2305, p20/d2365,consulted,consult.v.01,"['We', 'consulted', 'them', 'about', 'the']","['speaker', 'consult', 'person', 'about', 'the']","['PRO', 'EPS', 'PRO', 'REL', 'DEF']","['O', 'consult.v.01', 'person.n.01', 'O', 'O']"
2306, p20/d2365,them,person.n.01,"['We', 'consulted', 'them', 'about', 'the', 'problem']","['speaker', 'consult', 'person', 'about', 'the', 'problem']","['PRO', 'EPS', 'PRO', 'REL', 'DEF', 'CON']","['O', 'consult.v.01', 'person.n.01', 'O', 'O', 'problem.n.01']"
2307, p20/d2365,problem,problem.n.01,"['them', 'about', 'the', 'problem', '.']","['person', 'about', 'the', 'problem', '.']","['PRO', 'REL', 'DEF', 'CON', 'NIL']","['person.n.01', 'O', 'O', 'problem.n.01', 'O']"
2308, p10/d2917,one,person.n.01,"['No', 'one', 'is', 'perfect', '.']","['no', 'person', 'be', 'perfect', '.']","['NOT', 'CON', 'NOW', 'IST', 'NIL']","['O', 'person.n.01', 'O', 'perfect.a.01', 'O']"
2309, p10/d2917,perfect,perfect.a.01,"['No', 'one', 'is', 'perfect', '.']","['no', 'person', 'be', 'perfect', '.']","['NOT', 'CON', 'NOW', 'IST', 'NIL']","['O', 'person.n.01', 'O', 'perfect.a.01', 'O']"
2310, p10/d2384,eagle,eagle.n.01,"['The', 'eagle', 'is', 'white', '.']","['the', 'eagle', 'be', 'white', '.']","['DEF', 'CON', 'NOW', 'COL', 'NIL']","['O', 'eagle.n.01', 'O', 'white.a.01', 'O']"
2311, p10/d2384,white,white.a.01,"['The', 'eagle', 'is', 'white', '.']","['the', 'eagle', 'be', 'white', '.']","['DEF', 'CON', 'NOW', 'COL', 'NIL']","['O', 'eagle.n.01', 'O', 'white.a.01', 'O']"
2312, p00/d2303,Tom,male.n.02,"['Tom', 'did', ""n't"", 'answer']","['tom', 'do', 'not', 'answer']","['PER', 'PST', 'NOT', 'EXS']","['male.n.02', 'O', 'O', 'answer.v.03']"
2313, p00/d2303,answer,answer.v.03,"['Tom', 'did', ""n't"", 'answer', 'all', 'the', 'questions']","['tom', 'do', 'not', 'answer', 'all', 'the', 'question']","['PER', 'PST', 'NOT', 'EXS', 'AND', 'DEF', 'CON']","['male.n.02', 'O', 'O', 'answer.v.03', 'O', 'O', 'question.n.03']"
2314, p00/d2303,questions,question.n.03,"['answer', 'all', 'the', 'questions', '.']","['answer', 'all', 'the', 'question', '.']","['EXS', 'AND', 'DEF', 'CON', 'NIL']","['answer.v.03', 'O', 'O', 'question.n.03', 'O']"
2315, p00/d1385,tall,tall.a.01,"['How', 'tall', 'is', 'Mike~Tyson', '?']","['how', 'tall', 'be', 'mike~tyson', '?']","['QUE', 'DEG', 'NOW', 'PER', 'QUE']","['O', 'tall.a.01', 'O', 'male.n.02', 'O']"
2316, p00/d1385,Mike~Tyson,male.n.02,"['How', 'tall', 'is', 'Mike~Tyson', '?']","['how', 'tall', 'be', 'mike~tyson', '?']","['QUE', 'DEG', 'NOW', 'PER', 'QUE']","['O', 'tall.a.01', 'O', 'male.n.02', 'O']"
2317, p00/d0828,It,entity.n.01,"['It', ""'s"", 'nice', '.']","['entity', 'be', 'nice', '.']","['PRO', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'nice.a.01', 'O']"
2318, p00/d0828,nice,nice.a.01,"['It', ""'s"", 'nice', '.']","['entity', 'be', 'nice', '.']","['PRO', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'nice.a.01', 'O']"
2319, p00/d2896,Man,man.n.11,"['Man', 'has', 'been', 'writing']","['man', 'have', 'be', 'write']","['CON', 'NOW', 'PFT', 'EXG']","['man.n.11', 'O', 'O', 'write.v.02']"
2320, p00/d2896,writing,write.v.02,"['Man', 'has', 'been', 'writing', 'for', 'about', '6000']","['man', 'have', 'be', 'write', 'for', 'about', '6000']","['CON', 'NOW', 'PFT', 'EXG', 'REL', 'APX', 'QUC']","['man.n.11', 'O', 'O', 'write.v.02', 'O', 'O', 'O']"
2321, p00/d1514,Tom,male.n.02,"['Tom', 'does', ""n't"", 'know']","['tom', 'do', 'not', 'know']","['PER', 'NOW', 'NOT', 'EXS']","['male.n.02', 'O', 'O', 'know.v.04']"
2322, p00/d1514,know,know.v.04,"['Tom', 'does', ""n't"", 'know', 'me', '.']","['tom', 'do', 'not', 'know', 'speaker', '.']","['PER', 'NOW', 'NOT', 'EXS', 'PRO', 'NIL']","['male.n.02', 'O', 'O', 'know.v.04', 'O', 'O']"
2323, p10/d3411,She,female.n.02,"['She', 'dialed', 'the', 'wrong']","['female', 'dial', 'the', 'wrong']","['PRO', 'EPS', 'DEF', 'IST']","['female.n.02', 'dial.v.02', 'O', 'wrong.a.01']"
2324, p10/d3411,dialed,dial.v.02,"['She', 'dialed', 'the', 'wrong', 'number']","['female', 'dial', 'the', 'wrong', 'number']","['PRO', 'EPS', 'DEF', 'IST', 'CON']","['female.n.02', 'dial.v.02', 'O', 'wrong.a.01', 'number.n.04']"
2325, p10/d3411,wrong,wrong.a.01,"['She', 'dialed', 'the', 'wrong', 'number', '.']","['female', 'dial', 'the', 'wrong', 'number', '.']","['PRO', 'EPS', 'DEF', 'IST', 'CON', 'NIL']","['female.n.02', 'dial.v.02', 'O', 'wrong.a.01', 'number.n.04', 'O']"
2326, p10/d3411,number,number.n.04,"['dialed', 'the', 'wrong', 'number', '.']","['dial', 'the', 'wrong', 'number', '.']","['EPS', 'DEF', 'IST', 'CON', 'NIL']","['dial.v.02', 'O', 'wrong.a.01', 'number.n.04', 'O']"
2327, p00/d1755,She,female.n.02,"['She', 'sang', 'a', 'song']","['female', 'sing', 'a', 'song']","['PRO', 'EPS', 'DIS', 'CON']","['female.n.02', 'sing.v.02', 'O', 'song.n.01']"
2328, p00/d1755,sang,sing.v.02,"['She', 'sang', 'a', 'song', '.']","['female', 'sing', 'a', 'song', '.']","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['female.n.02', 'sing.v.02', 'O', 'song.n.01', 'O']"
2329, p00/d1755,song,song.n.01,"['She', 'sang', 'a', 'song', '.']","['female', 'sing', 'a', 'song', '.']","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['female.n.02', 'sing.v.02', 'O', 'song.n.01', 'O']"
2330, p30/d1818,Somebody,person.n.01,"['Somebody', 'called', '.']","['person', 'call', '.']","['DIS', 'EPS', 'NIL']","['person.n.01', 'call.v.03', 'O']"
2331, p30/d1818,called,call.v.03,"['Somebody', 'called', '.']","['person', 'call', '.']","['DIS', 'EPS', 'NIL']","['person.n.01', 'call.v.03', 'O']"
2332, p10/d1955,Finns,country.n.02,"['Many', 'Finns', 'are', 'interested', 'in']","['+', 'finland', 'be', 'interested', 'in']","['QUV', 'GPO', 'NOW', 'IST', 'REL']","['O', 'country.n.02', 'O', 'interested.a.01', 'O']"
2333, p10/d1955,interested,interested.a.01,"['Many', 'Finns', 'are', 'interested', 'in', 'culture', '.']","['+', 'finland', 'be', 'interested', 'in', 'culture', '.']","['QUV', 'GPO', 'NOW', 'IST', 'REL', 'CON', 'NIL']","['O', 'country.n.02', 'O', 'interested.a.01', 'O', 'culture.n.02', 'O']"
2334, p10/d1955,culture,culture.n.02,"['are', 'interested', 'in', 'culture', '.']","['be', 'interested', 'in', 'culture', '.']","['NOW', 'IST', 'REL', 'CON', 'NIL']","['O', 'interested.a.01', 'O', 'culture.n.02', 'O']"
2335, p00/d3516,exhausted,exhausted.a.01,"['I', ""'m"", 'exhausted', '.']","['speaker', 'be', 'exhausted', '.']","['PRO', 'NOW', 'IST', 'NIL']","['O', 'O', 'exhausted.a.01', 'O']"
2336, p00/d2129,buds,bud.n.02,"['The', 'buds', 'began', 'to', 'open']","['the', 'bud', 'begin', 'to', 'open']","['DEF', 'CON', 'EPS', 'NIL', 'EXS']","['O', 'bud.n.02', 'begin.v.01', 'O', 'open.v.03']"
2337, p00/d2129,began,begin.v.01,"['The', 'buds', 'began', 'to', 'open', '.']","['the', 'bud', 'begin', 'to', 'open', '.']","['DEF', 'CON', 'EPS', 'NIL', 'EXS', 'NIL']","['O', 'bud.n.02', 'begin.v.01', 'O', 'open.v.03', 'O']"
2338, p00/d2129,open,open.v.03,"['buds', 'began', 'to', 'open', '.']","['bud', 'begin', 'to', 'open', '.']","['CON', 'EPS', 'NIL', 'EXS', 'NIL']","['bud.n.02', 'begin.v.01', 'O', 'open.v.03', 'O']"
2339, p00/d1687,Tom,male.n.02,"['Tom', 'works', 'for', 'an']","['tom', 'work', 'for', 'an']","['PER', 'ENS', 'REL', 'DIS']","['male.n.02', 'work.v.02', 'O', 'O']"
2340, p00/d1687,works,work.v.02,"['Tom', 'works', 'for', 'an', 'oil~company']","['tom', 'work', 'for', 'an', 'oil~company']","['PER', 'ENS', 'REL', 'DIS', 'CON']","['male.n.02', 'work.v.02', 'O', 'O', 'oil_company.n.01']"
2341, p00/d1687,oil~company,oil_company.n.01,"['works', 'for', 'an', 'oil~company', '.']","['work', 'for', 'an', 'oil~company', '.']","['ENS', 'REL', 'DIS', 'CON', 'NIL']","['work.v.02', 'O', 'O', 'oil_company.n.01', 'O']"
2342, p00/d0785,Bill,male.n.02,"['Bill', 'was', 'killed', 'by']","['bill', 'be', 'kill', 'by']","['PER', 'PST', 'EXS', 'REL']","['male.n.02', 'O', 'kill.v.01', 'O']"
2343, p00/d0785,killed,kill.v.01,"['Bill', 'was', 'killed', 'by', 'an', 'intruder']","['bill', 'be', 'kill', 'by', 'an', 'intruder']","['PER', 'PST', 'EXS', 'REL', 'DIS', 'ROL']","['male.n.02', 'O', 'kill.v.01', 'O', 'O', 'intruder.n.01']"
2344, p00/d0785,intruder,intruder.n.01,"['killed', 'by', 'an', 'intruder', '.']","['kill', 'by', 'an', 'intruder', '.']","['EXS', 'REL', 'DIS', 'ROL', 'NIL']","['kill.v.01', 'O', 'O', 'intruder.n.01', 'O']"
2345, p20/d2577,father,father.n.01,"['My', 'father', 'fixed', 'a', 'broken']","['speaker', 'father', 'fix', 'a', 'broken']","['HAS', 'ROL', 'EPS', 'DIS', 'IST']","['O', 'father.n.01', 'fix.v.01', 'O', 'broken.a.01']"
2346, p20/d2577,fixed,fix.v.01,"['My', 'father', 'fixed', 'a', 'broken', 'chair']","['speaker', 'father', 'fix', 'a', 'broken', 'chair']","['HAS', 'ROL', 'EPS', 'DIS', 'IST', 'CON']","['O', 'father.n.01', 'fix.v.01', 'O', 'broken.a.01', 'chair.n.01']"
2347, p20/d2577,broken,broken.a.01,"['father', 'fixed', 'a', 'broken', 'chair', '.']","['father', 'fix', 'a', 'broken', 'chair', '.']","['ROL', 'EPS', 'DIS', 'IST', 'CON', 'NIL']","['father.n.01', 'fix.v.01', 'O', 'broken.a.01', 'chair.n.01', 'O']"
2348, p20/d2577,chair,chair.n.01,"['fixed', 'a', 'broken', 'chair', '.']","['fix', 'a', 'broken', 'chair', '.']","['EPS', 'DIS', 'IST', 'CON', 'NIL']","['fix.v.01', 'O', 'broken.a.01', 'chair.n.01', 'O']"
2349, p00/d1666,Packing,pack.v.01,"['Packing', 'sucks', '.']","['pack', 'suck', '.']","['EXG', 'ENS', 'NIL']","['pack.v.01', 'suck.v.04', 'O']"
2350, p00/d1666,sucks,suck.v.04,"['Packing', 'sucks', '.']","['pack', 'suck', '.']","['EXG', 'ENS', 'NIL']","['pack.v.01', 'suck.v.04', 'O']"
2351, p20/d1958,Who,person.n.01,"['Who', 'escaped', '?']","['person', 'escape', '?']","['QUE', 'EPS', 'QUE']","['person.n.01', 'escape.v.01', 'O']"
2352, p20/d1958,escaped,escape.v.01,"['Who', 'escaped', '?']","['person', 'escape', '?']","['QUE', 'EPS', 'QUE']","['person.n.01', 'escape.v.01', 'O']"
2353, p00/d1436,Tom,male.n.02,"['Tom', 'is', 'a', 'fakir']","['tom', 'be', 'a', 'fakir']","['PER', 'NOW', 'DIS', 'ROL']","['male.n.02', 'O', 'O', 'fakir.n.01']"
2354, p00/d1436,fakir,fakir.n.01,"['Tom', 'is', 'a', 'fakir', '.']","['tom', 'be', 'a', 'fakir', '.']","['PER', 'NOW', 'DIS', 'ROL', 'NIL']","['male.n.02', 'O', 'O', 'fakir.n.01', 'O']"
2355, p20/d2818,tired,tired_of.a.01,"['I', ""'m"", 'tired', 'of', 'backgammon', '.']","['speaker', 'be', 'tired~of', 'of', 'backgammon', '.']","['PRO', 'NOW', 'IST', 'REL', 'CON', 'NIL']","['O', 'O', 'tired_of.a.01', 'O', 'backgammon.n.01', 'O']"
2356, p20/d2818,backgammon,backgammon.n.01,"[""'m"", 'tired', 'of', 'backgammon', '.']","['be', 'tired~of', 'of', 'backgammon', '.']","['NOW', 'IST', 'REL', 'CON', 'NIL']","['O', 'tired_of.a.01', 'O', 'backgammon.n.01', 'O']"
2357, p10/d3267,like,like.a.01,"['I', 'am', 'not', 'like', 'you', '.']","['speaker', 'be', 'not', 'like', 'hearer', '.']","['PRO', 'NOW', 'NOT', 'IST', 'PRO', 'NIL']","['O', 'O', 'O', 'like.a.01', 'O', 'O']"
2358, p10/d2508,He,male.n.02,"['He', 'is', 'working', 'in']","['male', 'be', 'work', 'in']","['PRO', 'NOW', 'EXG', 'REL']","['male.n.02', 'O', 'work.v.02', 'O']"
2359, p10/d2508,working,work.v.02,"['He', 'is', 'working', 'in', 'the', 'field']","['male', 'be', 'work', 'in', 'the', 'field']","['PRO', 'NOW', 'EXG', 'REL', 'DEF', 'CON']","['male.n.02', 'O', 'work.v.02', 'O', 'O', 'field.n.04']"
2360, p10/d2508,field,field.n.04,"['working', 'in', 'the', 'field', 'of', 'biology', '.']","['work', 'in', 'the', 'field', 'of', 'biology', '.']","['EXG', 'REL', 'DEF', 'CON', 'REL', 'CON', 'NIL']","['work.v.02', 'O', 'O', 'field.n.04', 'O', 'biology.n.01', 'O']"
2361, p10/d2508,biology,biology.n.01,"['the', 'field', 'of', 'biology', '.']","['the', 'field', 'of', 'biology', '.']","['DEF', 'CON', 'REL', 'CON', 'NIL']","['O', 'field.n.04', 'O', 'biology.n.01', 'O']"
2362, p10/d2876,Tom,male.n.02,"['Tom', 'offered', 'to', 'lend']","['tom', 'offer', 'to', 'lend']","['PER', 'EPS', 'NIL', 'EXS']","['male.n.02', 'offer.v.02', 'O', 'lend.v.02']"
2363, p10/d2876,offered,offer.v.02,"['Tom', 'offered', 'to', 'lend', 'me']","['tom', 'offer', 'to', 'lend', 'speaker']","['PER', 'EPS', 'NIL', 'EXS', 'PRO']","['male.n.02', 'offer.v.02', 'O', 'lend.v.02', 'O']"
2364, p10/d2876,lend,lend.v.02,"['Tom', 'offered', 'to', 'lend', 'me', 'the', 'money']","['tom', 'offer', 'to', 'lend', 'speaker', 'the', 'money']","['PER', 'EPS', 'NIL', 'EXS', 'PRO', 'DEF', 'CON']","['male.n.02', 'offer.v.02', 'O', 'lend.v.02', 'O', 'O', 'money.n.01']"
2365, p10/d2876,money,money.n.01,"['lend', 'me', 'the', 'money', '.']","['lend', 'speaker', 'the', 'money', '.']","['EXS', 'PRO', 'DEF', 'CON', 'NIL']","['lend.v.02', 'O', 'O', 'money.n.01', 'O']"
2366, p30/d2198,dumbfounded,dumbfounded.a.01,"['I', 'am', 'dumbfounded', '.']","['speaker', 'be', 'dumbfounded', '.']","['PRO', 'NOW', 'IST', 'NIL']","['O', 'O', 'dumbfounded.a.01', 'O']"
2367, p30/d1509,Tom,male.n.02,"['Tom', 'retired', 'many', 'years']","['tom', 'retire', '+', 'year']","['PER', 'EPS', 'QUV', 'UOM']","['male.n.02', 'retire.v.01', 'O', 'year.n.01']"
2368, p30/d1509,retired,retire.v.01,"['Tom', 'retired', 'many', 'years', 'ago']","['tom', 'retire', '+', 'year', 'ago']","['PER', 'EPS', 'QUV', 'UOM', 'PST']","['male.n.02', 'retire.v.01', 'O', 'year.n.01', 'O']"
2369, p30/d1509,years,year.n.01,"['Tom', 'retired', 'many', 'years', 'ago', '.']","['tom', 'retire', '+', 'year', 'ago', '.']","['PER', 'EPS', 'QUV', 'UOM', 'PST', 'NIL']","['male.n.02', 'retire.v.01', 'O', 'year.n.01', 'O', 'O']"
2370, p10/d0878,dog,dog.n.01,"['The', 'dog', 'is', 'white', '.']","['the', 'dog', 'be', 'white', '.']","['DEF', 'CON', 'NOW', 'COL', 'NIL']","['O', 'dog.n.01', 'O', 'white.a.01', 'O']"
2371, p10/d0878,white,white.a.01,"['The', 'dog', 'is', 'white', '.']","['the', 'dog', 'be', 'white', '.']","['DEF', 'CON', 'NOW', 'COL', 'NIL']","['O', 'dog.n.01', 'O', 'white.a.01', 'O']"
