,sentence,word,sense,context,sym_context,sem_context,sns_context
1842, p10/d0937,hid,hide.v.01,"['thief', 'hid', 'in']","['thief', 'hide', 'in']","['ROL', 'EPS', 'REL']","['thief.n.01', 'hide.v.01', 'O']"
1843, p10/d0937,dark,dark.a.01,"['the', 'dark', 'doorway']","['the', 'dark', 'doorway']","['DEF', 'IST', 'CON']","['O', 'dark.a.01', 'doorway.n.01']"
1844, p10/d0937,doorway,doorway.n.01,"['dark', 'doorway', '.']","['dark', 'doorway', '.']","['IST', 'CON', 'NIL']","['dark.a.01', 'doorway.n.01', 'O']"
1845, p00/d1709,Tom,male.n.02,"['Tom', 'did']","['tom', 'do']","['PER', 'PST']","['male.n.02', 'O']"
1846, p00/d1709,find,find.v.03,"[""n't"", 'find', 'it']","['not', 'find', 'entity']","['NOT', 'EXS', 'PRO']","['O', 'find.v.03', 'entity.n.01']"
1847, p00/d1709,it,entity.n.01,"['find', 'it', '.']","['find', 'entity', '.']","['EXS', 'PRO', 'NIL']","['find.v.03', 'entity.n.01', 'O']"
1848, p30/d3356,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'ENS']","['male.n.02', 'be.v.02']"
1849, p30/d3356,is,be.v.02,"['Tom', 'is', 'Mary']","['tom', 'be', 'mary']","['PER', 'ENS', 'PER']","['male.n.02', 'be.v.02', 'female.n.02']"
1850, p30/d3356,Mary,female.n.02,"['is', 'Mary', ""'s""]","['be', 'mary', ""'s""]","['ENS', 'PER', 'HAS']","['be.v.02', 'female.n.02', 'O']"
1851, p30/d3356,ex,ex.n.01,"[""'s"", 'ex', '.']","[""'s"", 'ex', '.']","['HAS', 'ROL', 'NIL']","['O', 'ex.n.01', 'O']"
1852, p00/d1777,His,male.n.02,"['His', 'sister']","['male', 'sister']","['HAS', 'ROL']","['male.n.02', 'sister.n.01']"
1853, p00/d1777,sister,sister.n.01,"['His', 'sister', 'is']","['male', 'sister', 'be']","['HAS', 'ROL', 'NOW']","['male.n.02', 'sister.n.01', 'O']"
1854, p00/d1777,going,go.v.01,"['not', 'going', 'to']","['not', 'go', 'to']","['NOT', 'EXG', 'REL']","['O', 'go.v.01', 'O']"
1855, p00/d1777,America,country.n.02,"['to', 'America', '.']","['to', 'america', '.']","['REL', 'GPE', 'NIL']","['O', 'country.n.02', 'O']"
1856, p20/d2001,Tom,male.n.02,"['Tom', 'tripped']","['tom', 'trip']","['PER', 'EPS']","['male.n.02', 'trip.v.01']"
1857, p20/d2001,tripped,trip.v.01,"['Tom', 'tripped', 'on']","['tom', 'trip', 'on']","['PER', 'EPS', 'REL']","['male.n.02', 'trip.v.01', 'O']"
1858, p20/d2001,something,entity.n.01,"['on', 'something', '.']","['on', 'entity', '.']","['REL', 'DIS', 'NIL']","['O', 'entity.n.01', 'O']"
1859, p00/d2787,She,female.n.02,"['She', 'found']","['female', 'find']","['PRO', 'EPS']","['female.n.02', 'find.v.03']"
1860, p00/d2787,found,find.v.03,"['She', 'found', 'one']","['female', 'find', 'one']","['PRO', 'EPS', 'CON']","['female.n.02', 'find.v.03', 'one.n.02']"
1861, p00/d2787,one,one.n.02,"['found', 'one', '.']","['find', 'one', '.']","['EPS', 'CON', 'NIL']","['find.v.03', 'one.n.02', 'O']"
1862, p00/d2045,Mary,female.n.02,"['Mary', 'misled']","['mary', 'mislead']","['PER', 'EPS']","['female.n.02', 'mislead.v.01']"
1863, p00/d2045,misled,mislead.v.01,"['Mary', 'misled', 'me']","['mary', 'mislead', 'speaker']","['PER', 'EPS', 'PRO']","['female.n.02', 'mislead.v.01', 'O']"
1864, p00/d1532,are,be.v.03,"['There', 'are', 'rats']","['there', 'be', 'rat']","['NIL', 'ENS', 'CON']","['O', 'be.v.03', 'rat.n.01']"
1865, p00/d1532,rats,rat.n.01,"['are', 'rats', 'in']","['be', 'rat', 'in']","['ENS', 'CON', 'REL']","['be.v.03', 'rat.n.01', 'O']"
1866, p00/d1532,kitchen,kitchen.n.01,"['the', 'kitchen', '.']","['the', 'kitchen', '.']","['DEF', 'CON', 'NIL']","['O', 'kitchen.n.01', 'O']"
1867, p10/d0040,badger,badger.n.02,"['The', 'badger', 'is']","['the', 'badger', 'be']","['DEF', 'CON', 'NOW']","['O', 'badger.n.02', 'O']"
1868, p10/d0040,burrowing,burrow.v.01,"[""n't"", 'burrowing', 'a']","['not', 'burrow', 'a']","['NOT', 'EXG', 'DIS']","['O', 'burrow.v.01', 'O']"
1869, p10/d0040,hole,hole.n.02,"['a', 'hole']","['a', 'hole']","['DIS', 'CON']","['O', 'hole.n.02']"
1870, p00/d2640,nervous,nervous.a.04,"[""'m"", 'nervous', 'now']","['be', 'nervous', 'now']","['NOW', 'IST', 'NOW']","['O', 'nervous.a.04', 'O']"
1871, p30/d0714,assassination,assassination.n.02,"['The', 'assassination', 'of']","['the', 'assassination', 'of']","['DEF', 'CON', 'REL']","['O', 'assassination.n.02', 'O']"
1872, p30/d0714,Rabin,male.n.02,"['of', 'Rabin', 'took']","['of', 'rabin', 'take~place']","['REL', 'PER', 'EPS']","['O', 'male.n.02', 'take_place.v.01']"
1873, p30/d0714,took,take_place.v.01,"['Rabin', 'took', 'place']","['rabin', 'take~place', 'place']","['PER', 'EPS', 'REL']","['male.n.02', 'take_place.v.01', 'O']"
1874, p10/d2843,furnished,furnish.v.01,"['They', 'furnished', 'the']","['person', 'furnish', 'the']","['PRO', 'EPS', 'DEF']","['O', 'furnish.v.01', 'O']"
1875, p10/d2843,library,library.n.01,"['the', 'library', 'with']","['the', 'library', 'with']","['DEF', 'CON', 'REL']","['O', 'library.n.01', 'O']"
1876, p10/d2843,new,new.a.01,"['with', 'new', 'books']","['with', 'new', 'book']","['REL', 'IST', 'CON']","['O', 'new.a.01', 'book.n.02']"
1877, p10/d2843,books,book.n.02,"['new', 'books', '.']","['new', 'book', '.']","['IST', 'CON', 'NIL']","['new.a.01', 'book.n.02', 'O']"
1878, p00/d2279,Tom,male.n.02,"['Tom', 'took']","['tom', 'take~part']","['PER', 'EPS']","['male.n.02', 'take_part.v.01']"
1879, p00/d2279,took,take_part.v.01,"['Tom', 'took', 'part']","['tom', 'take~part', 'part']","['PER', 'EPS', 'NIL']","['male.n.02', 'take_part.v.01', 'O']"
1880, p00/d2279,race,race.n.02,"['the', 'race', '.']","['the', 'race', '.']","['DEF', 'CON', 'NIL']","['O', 'race.n.02', 'O']"
1881, p10/d3098,Mary,female.n.02,"['Mary', 'hates']","['mary', 'hate']","['PER', 'ENS']","['female.n.02', 'hate.v.01']"
1882, p10/d3098,hates,hate.v.01,"['Mary', 'hates', 'Halloween']","['mary', 'hate', 'halloween']","['PER', 'ENS', 'HAP']","['female.n.02', 'hate.v.01', 'day.n.03']"
1883, p10/d3098,Halloween,day.n.03,"['hates', 'Halloween', '.']","['hate', 'halloween', '.']","['ENS', 'HAP', 'NIL']","['hate.v.01', 'day.n.03', 'O']"
1884, p00/d1443,Tom,male.n.02,"['Tom', 'was']","['tom', 'be']","['PER', 'PST']","['male.n.02', 'O']"
1885, p00/d1443,wearing,wear.v.01,"[""n't"", 'wearing', 'any']","['not', 'wear', 'any']","['NOT', 'EXG', 'DIS']","['O', 'wear.v.01', 'O']"
1886, p00/d1443,thing,entity.n.01,"['any', 'thing', '.']","['any', 'entity', '.']","['DIS', 'CON', 'NIL']","['O', 'entity.n.01', 'O']"
1887, p00/d0761,Pierce,male.n.02,"['Pierce', 'lives']","['pierce', 'live']","['PER', 'ENS']","['male.n.02', 'live.v.01']"
1888, p00/d0761,lives,live.v.01,"['Pierce', 'lives', 'near']","['pierce', 'live', 'near']","['PER', 'ENS', 'APX']","['male.n.02', 'live.v.01', 'near.a.01']"
1889, p00/d0761,near,near.a.01,"['lives', 'near', 'Rossville~Blvd']","['live', 'near', 'rossville~boulevard']","['ENS', 'APX', 'GEO']","['live.v.01', 'near.a.01', 'way.n.06']"
1890, p00/d0761,Rossville~Blvd,way.n.06,"['near', 'Rossville~Blvd', '.']","['near', 'rossville~boulevard', '.']","['APX', 'GEO', 'NIL']","['near.a.01', 'way.n.06', 'O']"
1891, p00/d1155,boy-scouts,boy_scout.n.01,"['The', 'boy-scouts', 'jeered']","['the', 'boy~scout', 'jeer']","['DEF', 'ROL', 'EPS']","['O', 'boy_scout.n.01', 'jeer.v.01']"
1892, p00/d1155,jeered,jeer.v.01,"['boy-scouts', 'jeered', 'and']","['boy~scout', 'jeer', 'and']","['ROL', 'EPS', 'COO']","['boy_scout.n.01', 'jeer.v.01', 'O']"
1893, p00/d1155,scuttled,scuttle.v.01,"['and', 'scuttled', 'into']","['and', 'scuttle', 'into']","['COO', 'EPS', 'REL']","['O', 'scuttle.v.01', 'O']"
1894, p00/d1155,building,building.n.01,"['the', 'building', '.']","['the', 'building', '.']","['DEF', 'CON', 'NIL']","['O', 'building.n.01', 'O']"
1895, p00/d3123,borrowed,borrow.v.01,"['I', 'borrowed', 'Tom']","['speaker', 'borrow', 'tom']","['PRO', 'EPS', 'PER']","['O', 'borrow.v.01', 'male.n.02']"
1896, p00/d3123,Tom,male.n.02,"['borrowed', 'Tom', ""'s""]","['borrow', 'tom', ""'s""]","['EPS', 'PER', 'HAS']","['borrow.v.01', 'male.n.02', 'O']"
1897, p00/d3123,car,car.n.01,"[""'s"", 'car', '.']","[""'s"", 'car', '.']","['HAS', 'CON', 'NIL']","['O', 'car.n.01', 'O']"
1898, p00/d2517,eat,eat.v.01,"['I', 'eat', 'a']","['speaker', 'eat', 'a']","['PRO', 'ENS', 'DIS']","['O', 'eat.v.01', 'O']"
1899, p00/d2517,banana,banana.n.02,"['a', 'banana', '.']","['a', 'banana', '.']","['DIS', 'CON', 'NIL']","['O', 'banana.n.02', 'O']"
1900, p10/d3144,policeman,policeman.n.01,"['The', 'policeman', 'was']","['the', 'policeman', 'be']","['DEF', 'ROL', 'PST']","['O', 'policeman.n.01', 'O']"
1901, p10/d3144,off,off.a.01,"['was', 'off', 'duty']","['be', 'off', 'duty']","['PST', 'IST', 'CON']","['O', 'off.a.01', 'duty.n.02']"
1902, p10/d3144,duty,duty.n.02,"['off', 'duty', '.']","['off', 'duty', '.']","['IST', 'CON', 'NIL']","['off.a.01', 'duty.n.02', 'O']"
1903, p00/d2182,having,have.v.06,"['was', 'having', 'dinner']","['be', 'have', 'dinner']","['PST', 'EXG', 'CON']","['O', 'have.v.06', 'dinner.n.01']"
1904, p00/d2182,dinner,dinner.n.01,"['having', 'dinner', 'with']","['have', 'dinner', 'with']","['EXG', 'CON', 'REL']","['have.v.06', 'dinner.n.01', 'O']"
1905, p00/d2182,Tom,male.n.02,"['with', 'Tom', '.']","['with', 'tom', '.']","['REL', 'PER', 'NIL']","['O', 'male.n.02', 'O']"
1906, p00/d2432,glasses,glasses.n.03,"['the', 'glasses', 'cost']","['the', 'glasses', 'cost']","['DEF', 'CON', 'EXS']","['O', 'glasses.n.03', 'cost.v.01']"
1907, p00/d2432,cost,cost.v.01,"['glasses', 'cost', '?']","['glasses', 'cost', '?']","['CON', 'EXS', 'QUE']","['glasses.n.03', 'cost.v.01', 'O']"
1908, p10/d2837,in~love,in_love.a.01,"[""'m"", 'in~love', 'with']","['be', 'in~love', 'with']","['NOW', 'IST', 'REL']","['O', 'in_love.a.01', 'O']"
1909, p10/d2837,her,female.n.02,"['with', 'her', '.']","['with', 'female', '.']","['REL', 'PRO', 'NIL']","['O', 'female.n.02', 'O']"
1910, p10/d3433,Comfort,comfort.v.01,"['Comfort', 'him']","['comfort', 'male']","['EXS', 'PRO']","['comfort.v.01', 'male.n.02']"
1911, p10/d3433,him,male.n.02,"['Comfort', 'him', '.']","['comfort', 'male', '.']","['EXS', 'PRO', 'NIL']","['comfort.v.01', 'male.n.02', 'O']"
1912, p30/d1387,what,entity.n.01,"['In', 'what', 'part']","['in', 'entity', 'part']","['REL', 'QUE', 'CON']","['O', 'entity.n.01', 'part.n.05']"
1913, p30/d1387,part,part.n.05,"['what', 'part', 'of']","['entity', 'part', 'of']","['QUE', 'CON', 'REL']","['entity.n.01', 'part.n.05', 'O']"
1914, p30/d1387,Russia,country.n.02,"['of', 'Russia', 'did']","['of', 'russia', 'do']","['REL', 'GPE', 'PST']","['O', 'country.n.02', 'O']"
1915, p30/d1387,oilpipe,oil_pipeline.n.01,"['an', 'oilpipe', 'burst']","['an', 'oil~pipeline', 'burst']","['DIS', 'CON', 'EXS']","['O', 'oil_pipeline.n.01', 'burst.v.01']"
1916, p30/d1387,burst,burst.v.01,"['oilpipe', 'burst', '?']","['oil~pipeline', 'burst', '?']","['CON', 'EXS', 'QUE']","['oil_pipeline.n.01', 'burst.v.01', 'O']"
1917, p10/d0830,surpass,surpass.v.02,"['can', 'surpass', 'him']","['can', 'surpass', 'male']","['POS', 'EXS', 'PRO']","['O', 'surpass.v.02', 'male.n.02']"
1918, p10/d0830,him,male.n.02,"['surpass', 'him', '.']","['surpass', 'male', '.']","['EXS', 'PRO', 'NIL']","['surpass.v.02', 'male.n.02', 'O']"
1919, p00/d3182,bedroom,bedroom.n.01,"['My', 'bedroom', 'is']","['speaker', 'bedroom', 'be']","['HAS', 'CON', 'NOW']","['O', 'bedroom.n.01', 'O']"
1920, p00/d3182,crawling,crawl.v.03,"['is', 'crawling', 'with']","['be', 'crawl', 'with']","['NOW', 'EXG', 'REL']","['O', 'crawl.v.03', 'O']"
1921, p00/d3182,spiders,spider.n.01,"['with', 'spiders', '.']","['with', 'spider', '.']","['REL', 'CON', 'NIL']","['O', 'spider.n.01', 'O']"
1922, p00/d1994,Ken,male.n.02,"['Ken', 'was']","['ken', 'be']","['PER', 'PST']","['male.n.02', 'O']"
1923, p00/d1994,running,run.v.01,"[""n't"", 'running', '.']","['not', 'run', '.']","['NOT', 'EXG', 'NIL']","['O', 'run.v.01', 'O']"
1924, p00/d1381,What,entity.n.01,"['What', 'is']","['entity', 'be']","['QUE', 'ENS']","['entity.n.01', 'be.v.02']"
1925, p00/d1381,is,be.v.02,"['What', 'is', 'the']","['entity', 'be', 'the', 'the']","['QUE', 'ENS', 'DEF', 'DEF']","['entity.n.01', 'be.v.02', 'O', 'O']"
1926, p00/d1381,height,height.n.01,"['the', 'height', 'of']","['the', 'height', 'of', 'the']","['DEF', 'CON', 'REL', 'DEF']","['O', 'height.n.01', 'O', 'O']"
1927, p00/d1381,tallest,tall.a.01,"['the', 'tallest', 'redwood']","['the', 'the', 'tall', 'redwood']","['DEF', 'DEF', 'TOP', 'CON']","['O', 'O', 'tall.a.01', 'redwood.n.02']"
1928, p00/d1381,redwood,redwood.n.02,"['tallest', 'redwood', '?']","['tall', 'redwood', '?']","['TOP', 'CON', 'QUE']","['tall.a.01', 'redwood.n.02', 'O']"
1929, p00/d2727,dozing,doze_off.v.01,"['are', 'dozing', 'off']","['be', 'doze~off', 'off']","['NOW', 'EXG', 'REL']","['O', 'doze_off.v.01', 'O']"
1930, p00/d0881,Nice,nice.a.01,"['Nice', 'suit']","['nice', 'suit']","['IST', 'CON']","['nice.a.01', 'suit.n.01']"
1931, p00/d0881,suit,suit.n.01,"['Nice', 'suit', '.']","['nice', 'suit', '.']","['IST', 'CON', 'NIL']","['nice.a.01', 'suit.n.01', 'O']"
1932, p00/d1962,Who,person.n.01,"['Who', 'won']","['person', 'win']","['QUE', 'EPS']","['person.n.01', 'win.v.01']"
1933, p00/d1962,won,win.v.01,"['Who', 'won', '?']","['person', 'win', '?']","['QUE', 'EPS', 'QUE']","['person.n.01', 'win.v.01', 'O']"
1934, p00/d2691,She,female.n.02,"['She', 'loves']","['female', 'love']","['PRO', 'ENS']","['female.n.02', 'love.v.02']"
1935, p00/d2691,loves,love.v.02,"['She', 'loves', 'to']","['female', 'love', 'to']","['PRO', 'ENS', 'NIL']","['female.n.02', 'love.v.02', 'O']"
1936, p00/d2691,cook,cook.v.01,"['to', 'cook', '.']","['to', 'cook', '.']","['NIL', 'EXS', 'NIL']","['O', 'cook.v.01', 'O']"
1937, p10/d2139,They,person.n.01,"['They', 'called']","['person', 'call']","['PRO', 'EPS']","['person.n.01', 'call.v.02']"
1938, p10/d2139,called,call.v.02,"['They', 'called', 'President']","['person', 'call', 'president']","['PRO', 'EPS', 'ROL']","['person.n.01', 'call.v.02', 'president.n.01']"
1939, p10/d2139,President,president.n.01,"['called', 'President', 'Roosevelt']","['call', 'president', 'roosevelt']","['EPS', 'ROL', 'PER']","['call.v.02', 'president.n.01', 'male.n.02']"
1940, p10/d2139,Roosevelt,male.n.02,"['President', 'Roosevelt', 'a']","['president', 'roosevelt', 'a']","['ROL', 'PER', 'DIS']","['president.n.01', 'male.n.02', 'O']"
1941, p10/d2139,pirate,pirate.n.02,"['a', 'pirate', '.']","['a', 'pirate', '.']","['DIS', 'ROL', 'NIL']","['O', 'pirate.n.02', 'O']"
1942, p20/d1811,Tom,male.n.02,"['Tom', 'looked']","['tom', 'look']","['PER', 'EPS']","['male.n.02', 'look.v.02']"
1943, p20/d1811,looked,look.v.02,"['Tom', 'looked', 'like']","['tom', 'look', 'like']","['PER', 'EPS', 'SUB']","['male.n.02', 'look.v.02', 'O']"
1944, p20/d1811,he,male.n.02,"['like', 'he', 'was']","['like', 'male', 'be']","['SUB', 'PRO', 'PST']","['O', 'male.n.02', 'O']"
1945, p20/d1811,healthy,healthy.a.01,"['was', 'healthy', '.']","['be', 'healthy', '.']","['PST', 'IST', 'NIL']","['O', 'healthy.a.01', 'O']"
1946, p00/d1661,people,person.n.01,"['Some', 'people', 'might']","['some', 'person', 'might']","['DIS', 'CON', 'POS']","['O', 'person.n.01', 'O']"
1947, p00/d1661,assume,assume.v.01,"['might', 'assume', 'that']","['might', 'assume', 'entity']","['POS', 'EXS', 'DST']","['O', 'assume.v.01', 'entity.n.01']"
1948, p00/d1661,that,entity.n.01,"['assume', 'that', '.']","['assume', 'entity', '.']","['EXS', 'DST', 'NIL']","['assume.v.01', 'entity.n.01', 'O']"
1949, p00/d1630,Everyone,person.n.01,"['Everyone', 'wants']","['person', 'want']","['AND', 'ENS']","['person.n.01', 'want.v.01']"
1950, p00/d1630,wants,want.v.01,"['Everyone', 'wants', 'that']","['person', 'want', 'entity']","['AND', 'ENS', 'DST']","['person.n.01', 'want.v.01', 'entity.n.01']"
1951, p00/d1630,that,entity.n.01,"['wants', 'that', '.']","['want', 'entity', '.']","['ENS', 'DST', 'NIL']","['want.v.01', 'entity.n.01', 'O']"
1952, p20/d1493,It,entity.n.01,"['It', 'works']","['entity', 'work']","['PRO', 'ENS']","['entity.n.01', 'work.v.04']"
1953, p20/d1493,works,work.v.04,"['It', 'works', '.']","['entity', 'work', '.']","['PRO', 'ENS', 'NIL']","['entity.n.01', 'work.v.04', 'O']"
1954, p00/d3295,Warn,warn.v.01,"['Warn', 'Tom']","['warn', 'tom']","['EXS', 'PER']","['warn.v.01', 'male.n.02']"
1955, p00/d3295,Tom,male.n.02,"['Warn', 'Tom', '.']","['warn', 'tom', '.']","['EXS', 'PER', 'NIL']","['warn.v.01', 'male.n.02', 'O']"
1956, p20/d3195,know,know.v.01,"[""n't"", 'know', 'how']","['not', 'know', 'manner']","['NOT', 'EXS', 'QUE']","['O', 'know.v.01', 'manner.n.01']"
1957, p20/d3195,how,manner.n.01,"['know', 'how', 'they']","['know', 'manner', 'person']","['EXS', 'QUE', 'PRO']","['know.v.01', 'manner.n.01', 'person.n.01']"
1958, p20/d3195,they,person.n.01,"['how', 'they', 'did']","['manner', 'person', 'do']","['QUE', 'PRO', 'EPS']","['manner.n.01', 'person.n.01', 'do.v.02']"
1959, p20/d3195,did,do.v.02,"['they', 'did', 'it']","['person', 'do', 'entity']","['PRO', 'EPS', 'PRO']","['person.n.01', 'do.v.02', 'entity.n.01']"
1960, p20/d3195,it,entity.n.01,"['did', 'it', '.']","['do', 'entity', '.']","['EPS', 'PRO', 'NIL']","['do.v.02', 'entity.n.01', 'O']"
1961, p20/d2139,Sylvia,female.n.02,"['Sylvia', 'lives']","['sylvia', 'live']","['PER', 'ENS']","['female.n.02', 'live.v.01']"
1962, p20/d2139,lives,live.v.01,"['Sylvia', 'lives', 'in']","['sylvia', 'live', 'in']","['PER', 'ENS', 'REL']","['female.n.02', 'live.v.01', 'O']"
1963, p20/d2139,Alsace,state.n.01,"['in', 'Alsace', '.']","['in', 'alsace', '.']","['REL', 'GPE', 'NIL']","['O', 'state.n.01', 'O']"
1964, p30/d3195,love,love.v.01,"['I', 'love', 'pizza']","['speaker', 'love', 'pizza']","['PRO', 'ENS', 'CON']","['O', 'love.v.01', 'pizza.n.01']"
1965, p30/d3195,pizza,pizza.n.01,"['love', 'pizza', '.']","['love', 'pizza', '.']","['ENS', 'CON', 'NIL']","['love.v.01', 'pizza.n.01', 'O']"
1966, p00/d2231,That,entity.n.01,"['That', ""'s""]","['entity', 'be']","['DST', 'NOW']","['entity.n.01', 'O']"
1967, p00/d2231,obvious,obvious.a.01,"[""'s"", 'obvious', '.']","['be', 'obvious', '.']","['NOW', 'IST', 'NIL']","['O', 'obvious.a.01', 'O']"
1968, p10/d2548,grew,grow_up.v.01,"['I', 'grew', 'up']","['speaker', 'grow~up', 'up']","['PRO', 'EPS', 'REL']","['O', 'grow_up.v.01', 'O']"
1969, p10/d2548,small,small.a.01,"['a', 'small', 'town']","['a', 'small', 'town']","['DIS', 'DEG', 'CON']","['O', 'small.a.01', 'town.n.01']"
1970, p10/d2548,town,town.n.01,"['small', 'town', '.']","['small', 'town', '.']","['DEG', 'CON', 'NIL']","['small.a.01', 'town.n.01', 'O']"
1971, p20/d2779,Wait,wait.v.01,"['Wait', '!']","['wait', '!']","['EXS', 'EMP']","['wait.v.01', 'O']"
1972, p20/d2927,Tom,male.n.02,"['Tom', 'is']","['tom', 'be']","['PER', 'NOW']","['male.n.02', 'O']"
1973, p20/d2927,awesome,awesome.a.01,"['is', 'awesome', '.']","['be', 'awesome', '.']","['NOW', 'IST', 'NIL']","['O', 'awesome.a.01', 'O']"
1974, p30/d2192,His,male.n.02,"['His', 'house']","['male', 'house']","['HAS', 'CON']","['male.n.02', 'house.n.01']"
1975, p30/d2192,house,house.n.01,"['His', 'house', 'is']","['male', 'house', 'be']","['HAS', 'CON', 'ENS']","['male.n.02', 'house.n.01', 'be.v.03']"
1976, p30/d2192,is,be.v.03,"['house', 'is', 'near']","['house', 'be', 'near']","['CON', 'ENS', 'APX']","['house.n.01', 'be.v.03', 'O']"
1977, p30/d2192,subway~station,subway_station.n.01,"['the', 'subway~station', '.']","['the', 'subway~station', '.']","['DEF', 'CON', 'NIL']","['O', 'subway_station.n.01', 'O']"
1978, p10/d3134,news,news.n.04,"['The', 'news', 'spread']","['the', 'news', 'spread']","['DEF', 'CON', 'EPS']","['O', 'news.n.04', 'spread.v.06']"
1979, p10/d3134,spread,spread.v.06,"['news', 'spread', 'fast']","['news', 'spread', 'fast']","['CON', 'EPS', 'IST']","['news.n.04', 'spread.v.06', 'fast.r.01']"
1980, p10/d3134,fast,fast.r.01,"['spread', 'fast', '.']","['spread', 'fast', '.']","['EPS', 'IST', 'NIL']","['spread.v.06', 'fast.r.01', 'O']"
1981, p00/d0889,hurry,hurry.v.01,"['to', 'hurry', '!']","['to', 'hurry', '!']","['NIL', 'EXS', 'EMP']","['O', 'hurry.v.01', 'O']"
1982, p20/d1621,are,be.v.03,"['There', 'are', 'a']","['there', 'be', 'a']","['NIL', 'ENS', 'DIS']","['O', 'be.v.03', 'O']"
1983, p20/d1621,breweries,brewery.n.01,"['of', 'breweries', 'in']","['of', 'brewery', 'in']","['REL', 'CON', 'REL']","['O', 'brewery.n.01', 'O']"
1984, p20/d1621,Bavaria,state.n.01,"['in', 'Bavaria', '.']","['in', 'bavaria', '.']","['REL', 'GPE', 'NIL']","['O', 'state.n.01', 'O']"
1985, p00/d1480,She,female.n.02,"['She', ""'s""]","['female', 'be']","['PRO', 'NOW']","['female.n.02', 'O']"
1986, p00/d1480,brushing,brush.v.03,"[""'s"", 'brushing', 'her']","['be', 'brush', 'female']","['NOW', 'EXG', 'HAS']","['O', 'brush.v.03', 'female.n.02']"
1987, p00/d1480,her,female.n.02,"['brushing', 'her', 'hair']","['brush', 'female', 'hair']","['EXG', 'HAS', 'CON']","['brush.v.03', 'female.n.02', 'hair.n.01']"
1988, p00/d1480,hair,hair.n.01,"['her', 'hair', '.']","['female', 'hair', '.']","['HAS', 'CON', 'NIL']","['female.n.02', 'hair.n.01', 'O']"
1989, p00/d1147,shooting,shooting.n.01,"['The', 'shooting', 'had']","['the', 'shooting', 'have']","['DEF', 'CON', 'PST']","['O', 'shooting.n.01', 'O']"
1990, p00/d1147,ceased,cease.v.01,"['had', 'ceased', '.']","['have', 'cease', '.']","['PST', 'EXT', 'NIL']","['O', 'cease.v.01', 'O']"
1991, p00/d2071,He,male.n.02,"['He', ""'s""]","['male', 'be']","['PRO', 'NOW']","['male.n.02', 'O']"
1992, p00/d2071,watching,watch.v.03,"[""'s"", 'watching', 'the']","['be', 'watch', 'the']","['NOW', 'EXG', 'DEF']","['O', 'watch.v.03', 'O']"
1993, p00/d2071,Olympics,olympics.n.01,"['the', 'Olympics', '.']","['the', 'olympics', '.']","['DEF', 'CON', 'NIL']","['O', 'olympics.n.01', 'O']"
1994, p00/d2599,Tom,male.n.02,"['Tom', 'failed']","['tom', 'fail']","['PER', 'EPS']","['male.n.02', 'fail.v.07']"
1995, p00/d2599,failed,fail.v.07,"['Tom', 'failed', 'because']","['tom', 'fail', 'because']","['PER', 'EPS', 'SUB']","['male.n.02', 'fail.v.07', 'O']"
1996, p00/d2599,he,male.n.02,"['because', 'he', 'did']","['because', 'male', 'do']","['SUB', 'PRO', 'PST']","['O', 'male.n.02', 'O']"
1997, p00/d2599,study,study.v.05,"[""n't"", 'study', '.']","['not', 'study', '.']","['NOT', 'EXS', 'NIL']","['O', 'study.v.05', 'O']"
1998, p10/d2739,road,road.n.01,"['This', 'road', 'is']","['this', 'road', 'be']","['PRX', 'CON', 'NOW']","['O', 'road.n.01', 'O']"
1999, p10/d2739,very,very.r.01,"[""n't"", 'very', 'safe']","['not', 'very', 'safe']","['NOT', 'INT', 'IST']","['O', 'very.r.01', 'safe.a.01']"
2000, p10/d2739,safe,safe.a.01,"['very', 'safe', '.']","['very', 'safe', '.']","['INT', 'IST', 'NIL']","['very.r.01', 'safe.a.01', 'O']"
2001, p30/d3512,Her,female.n.02,"['Her', 'aunt']","['female', 'aunt']","['HAS', 'ROL']","['female.n.02', 'aunt.n.01']"
2002, p30/d3512,aunt,aunt.n.01,"['Her', 'aunt', ""'s""]","['female', 'aunt', ""'s""]","['HAS', 'ROL', 'HAS']","['female.n.02', 'aunt.n.01', 'O']"
2003, p30/d3512,glasses,glasses.n.01,"[""'s"", 'glasses', 'are']","[""'s"", 'glasses', 'be']","['HAS', 'CON', 'NOW']","['O', 'glasses.n.01', 'O']"
2004, p30/d3512,fashionable,fashionable.a.01,"['are', 'fashionable', '.']","['be', 'fashionable', '.']","['NOW', 'IST', 'NIL']","['O', 'fashionable.a.01', 'O']"
2005, p00/d2252,He,male.n.02,"['He', 'gave']","['male', 'give~in']","['PRO', 'EPS']","['male.n.02', 'give_in.v.01']"
2006, p00/d2252,gave,give_in.v.01,"['He', 'gave', 'in']","['male', 'give~in', 'in']","['PRO', 'EPS', 'REL']","['male.n.02', 'give_in.v.01', 'O']"
2007, p20/d1797,Who,person.n.01,"['Who', ""'ll""]","['person', 'will']","['QUE', 'FUT']","['person.n.01', 'O']"
2008, p20/d1797,drive,drive.v.01,"[""'ll"", 'drive', '?']","['will', 'drive', '?']","['FUT', 'EXS', 'QUE']","['O', 'drive.v.01', 'O']"
