,sentence,word,sym,sem,sns
41790, p03/d2307,.,.,NIL,O
41791, p98/d1690,Mark,mark,PER,male.n.02
41792, p98/d1690,graduated,graduate,EPS,graduate.v.01
41793, p98/d1690,from,from,REL,O
41794, p98/d1690,Harvard,harvard,ORG,university.n.03
41795, p98/d1690,in,in,REL,O
41796, p98/d1690,1991,1991,YOC,O
41797, p98/d1690,.,.,NIL,O
41798, p44/d1385,What,entity,QUE,entity.n.01
41799, p44/d1385,is,be,ENS,be.v.02
41800, p44/d1385,the,the,DEF,O
41801, p44/d1385,name,name,CON,name.n.01
41802, p44/d1385,of,of,REL,O
41803, p44/d1385,a,a,DIS,O
41804, p44/d1385,newborn,newborn,IST,newborn.a.01
41805, p44/d1385,swan,swan,CON,swan.n.01
41806, p44/d1385,?,?,QUE,O
41807, p36/d1392,How,how,QUE,O
41808, p36/d1392,big,big,DEG,big.a.01
41809, p36/d1392,is,be,NOW,O
41810, p36/d1392,Mars,mars,NTH,planet.n.03
41811, p36/d1392,?,?,QUE,O
41812, p05/d2089,She,female,PRO,female.n.02
41813, p05/d2089,'s,be,NOW,O
41814, p05/d2089,taking,take,EXG,take.v.18
41815, p05/d2089,birth~control~pills,birth~control~pill,CON,birth_control_pill.n.01
41816, p05/d2089,.,.,NIL,O
41817, p48/d1744,My,speaker,HAS,O
41818, p48/d1744,aunt,aunt,ROL,aunt.n.01
41819, p48/d1744,suffers,suffer,ENS,suffer.v.02
41820, p48/d1744,from,from,REL,O
41821, p48/d1744,osteoporosis,osteoporosis,CON,osteoporosis.n.01
41822, p48/d1744,.,.,NIL,O
41823, p26/d1415,Tom,tom,PER,male.n.02
41824, p26/d1415,has,have,NOW,O
41825, p26/d1415,been,be,PFT,O
41826, p26/d1415,abducted,abduct,EXS,abduct.v.01
41827, p26/d1415,.,.,NIL,O
41828, p04/d1309,Let,let,FUT,O
41829, p04/d1309,us,speaker,PRO,O
41830, p04/d1309,read,read,EXS,read.v.01
41831, p04/d1309,the,the,DEF,O
41832, p04/d1309,Gospel,gospel,CON,gospel.n.01
41833, p04/d1309,of,of,REL,O
41834, p04/d1309,St.~John,st.~john,PER,male.n.02
41835, p04/d1309,.,.,NIL,O
41836, p04/d1309,"""","""",NIL,O
41837, p95/d2926,He,male,PRO,male.n.02
41838, p95/d2926,is,be,NOW,O
41839, p95/d2926,carrying,carry,EXG,carry.v.01
41840, p95/d2926,a,a,DIS,O
41841, p95/d2926,parcel,parcel,CON,parcel.n.01
41842, p95/d2926,under,under,REL,O
41843, p95/d2926,his,male,HAS,male.n.02
41844, p95/d2926,right,right,IST,right.a.01
41845, p95/d2926,arm,arm,CON,arm.n.01
41846, p95/d2926,.,.,NIL,O
41847, p59/d2673,I,speaker,PRO,O
41848, p59/d2673,do,do,NOW,O
41849, p59/d2673,n't,not,NOT,O
41850, p59/d2673,enjoy,enjoy,EXS,enjoy.v.01
41851, p59/d2673,hanging,hang~out,EXS,hang_out.v.01
41852, p59/d2673,out,out,REL,O
41853, p59/d2673,with,with,REL,O
41854, p59/d2673,him,male,PRO,male.n.02
41855, p59/d2673,.,.,NIL,O
41856, p96/d3097,He,male,PRO,male.n.02
41857, p96/d3097,put,put,EPS,put.v.01
41858, p96/d3097,the,the,DEF,O
41859, p96/d3097,key,key,CON,key.n.01
41860, p96/d3097,in,in,REL,O
41861, p96/d3097,the,the,DEF,O
41862, p96/d3097,lock,lock,CON,lock.n.01
41863, p96/d3097,.,.,NIL,O
41864, p97/d2381,She,female,PRO,female.n.02
41865, p97/d2381,'s,be,NOW,O
41866, p97/d2381,eating,eat,EXG,eat.v.01
41867, p97/d2381,spaghetti,spaghetti,CON,spaghetti.n.01
41868, p97/d2381,.,.,NIL,O
41869, p48/d3291,This,this,PRX,O
41870, p48/d3291,music,music,CON,music.n.01
41871, p48/d3291,was,be,PST,O
41872, p48/d3291,composed,compose,EXS,compose.v.02
41873, p48/d3291,by,by,REL,O
41874, p48/d3291,Bach,bach,PER,male.n.02
41875, p48/d3291,.,.,NIL,O
41876, p74/d3061,I,speaker,PRO,O
41877, p74/d3061,can,can,POS,O
41878, p74/d3061,not,not,NOT,O
41879, p74/d3061,phone,phone,EXS,phone.v.01
41880, p74/d3061,Marika,marika,PER,female.n.02
41881, p74/d3061,.,.,NIL,O
41882, p74/d3061,She,female,PRO,female.n.02
41883, p74/d3061,lives,live,ENS,live.v.01
41884, p74/d3061,in,in,REL,O
41885, p74/d3061,Finland,finland,GPE,country.n.02
41886, p74/d3061,!,!,NIL,O
41887, p22/d3214,My,speaker,HAS,O
41888, p22/d3214,friend,friend,ROL,friend.n.01
41889, p22/d3214,is,be,NOW,O
41890, p22/d3214,seventeen,17,QUC,O
41891, p22/d3214,.,.,NIL,O
41892, p62/d1414,He,male,PRO,male.n.02
41893, p62/d1414,boarded,board,EPS,board.v.01
41894, p62/d1414,a,a,DIS,O
41895, p62/d1414,plane,plane,CON,plane.n.01
41896, p62/d1414,bound,bound,IST,bound.a.06
41897, p62/d1414,for,for,REL,O
41898, p62/d1414,Los~Angeles,los~angeles,GPE,city.n.01
41899, p62/d1414,.,.,NIL,O
41900, p64/d2562,Our,speaker,HAS,O
41901, p64/d2562,bus,bus,CON,bus.n.01
41902, p64/d2562,collided,collide,EPS,collide.v.03
41903, p64/d2562,with,with,REL,O
41904, p64/d2562,a,a,DIS,O
41905, p64/d2562,truck,truck,CON,truck.n.01
41906, p64/d2562,.,.,NIL,O
41907, p17/d2690,The,the,DEF,O
41908, p17/d2690,room,room,CON,room.n.01
41909, p17/d2690,is,be,NOW,O
41910, p17/d2690,crawling,crawl,EXG,crawl.v.03
41911, p17/d2690,with,with,REL,O
41912, p17/d2690,spiders,spider,CON,spider.n.01
41913, p17/d2690,.,.,NIL,O
41914, p42/d3251,Either,either,NIL,O
41915, p42/d3251,you,hearer,PRO,O
41916, p42/d3251,or,or,DIS,O
41917, p42/d3251,he,male,PRO,male.n.02
41918, p42/d3251,is,be,NOW,O
41919, p42/d3251,wrong,wrong,IST,wrong.a.01
41920, p42/d3251,.,.,NIL,O
41921, p05/d1559,How,how,QUE,O
41922, p05/d1559,much,?,QUV,O
41923, p05/d1559,does,do,NOW,O
41924, p05/d1559,the,the,DEF,O
41925, p05/d1559,cake,cake,CON,cake.n.03
41926, p05/d1559,cost,cost,EXS,cost.v.01
41927, p05/d1559,?,?,QUE,O
41928, p18/d1800,This,entity,PRX,entity.n.01
41929, p18/d1800,is,be,ENS,be.v.02
41930, p18/d1800,the,the,DEF,O
41931, p18/d1800,boy,boy,CON,boy.n.01
41932, p18/d1800,whose,person,HAS,person.n.01
41933, p18/d1800,name,name,CON,name.n.01
41934, p18/d1800,is,be,ENS,be.v.02
41935, p18/d1800,Tom~Fisher,tom~fisher,LIT,O
41936, p18/d1800,.,.,NIL,O
41937, p32/d2518,The,the,DEF,O
41938, p32/d2518,book,book,CON,book.n.02
41939, p32/d2518,costs,cost,ENS,cost.v.01
41940, p32/d2518,4,4,QUC,O
41941, p32/d2518,dollars,dollar,UOM,dollar.n.01
41942, p32/d2518,.,.,NIL,O
41943, p33/d1396,What,entity,QUE,entity.n.01
41944, p33/d1396,is,be,ENS,be.v.02
41945, p33/d1396,the,the,DEF,O
41946, p33/d1396,largest,large,TOP,large.a.01
41947, p33/d1396,city,city,CON,city.n.01
41948, p33/d1396,in,in,REL,O
41949, p33/d1396,Austria,austria,GPE,country.n.02
41950, p33/d1396,?,?,QUE,O
41951, p78/d1937,Do,do,EXS,do.v.02
41952, p78/d1937,whatever,entity,AND,entity.n.01
41953, p78/d1937,'s,be,NOW,O
41954, p78/d1937,required,require,EXS,require.v.02
41955, p78/d1937,.,.,NIL,O
41956, p57/d3043,I,speaker,PRO,O
41957, p57/d3043,began,begin,EPS,begin.v.01
41958, p57/d3043,playing,play,EXG,play.v.01
41959, p57/d3043,golf,golf,CON,golf.n.01
41960, p57/d3043,years,year,UOM,year.n.01
41961, p57/d3043,ago,ago,PST,O
41962, p57/d3043,.,.,NIL,O
41963, p52/d2141,How,how,QUE,O
41964, p52/d2141,many,?,QUV,O
41965, p52/d2141,hotels,hotel,CON,hotel.n.01
41966, p52/d2141,are,be,ENS,be.v.03
41967, p52/d2141,there,there,NIL,O
41968, p52/d2141,in,in,REL,O
41969, p52/d2141,Paris,paris,GPE,city.n.01
41970, p52/d2141,?,?,QUE,O
41971, p45/d2747,Tom,tom,PER,male.n.02
41972, p45/d2747,donated,donate,EPS,donate.v.01
41973, p45/d2747,a,a,DIS,O
41974, p45/d2747,lot,+,QUV,O
41975, p45/d2747,of,of,REL,O
41976, p45/d2747,money,money,CON,money.n.01
41977, p45/d2747,to,to,REL,O
41978, p45/d2747,us,speaker,PRO,O
41979, p45/d2747,.,.,NIL,O
41980, p02/d3148,He,male,PRO,male.n.02
41981, p02/d3148,designed,design,EPS,design.v.03
41982, p02/d3148,the,the,DEF,O
41983, p02/d3148,car,car,CON,car.n.01
41984, p02/d3148,.,.,NIL,O
41985, p28/d0916,They,person,PRO,person.n.01
41986, p28/d0916,donated,donate,EPS,donate.v.01
41987, p28/d0916,money,money,CON,money.n.01
41988, p28/d0916,to,to,REL,O
41989, p28/d0916,the,the,DEF,O
41990, p28/d0916,Red~Cross,red~cross,ORG,organization.n.01
41991, p28/d0916,.,.,NIL,O
41992, p94/d2497,He,male,PRO,male.n.02
41993, p94/d2497,pays,pay,ENS,pay.v.01
41994, p94/d2497,with,with,REL,O
41995, p94/d2497,a,a,DIS,O
41996, p94/d2497,credit~card,credit~card,CON,credit_card.n.01
41997, p94/d2497,.,.,NIL,O
41998, p18/d3545,He,male,PRO,male.n.02
41999, p18/d3545,dropped,drop,EPS,drop.v.02
42000, p18/d3545,lemon~juice,lemon~juice,CON,lemon_juice.n.01
42001, p18/d3545,into,into,REL,O
42002, p18/d3545,his,male,HAS,male.n.02
42003, p18/d3545,tea,tea,CON,tea.n.01
42004, p18/d3545,.,.,NIL,O
42005, p93/d3212,There,there,NIL,O
42006, p93/d3212,is,be,ENS,be.v.03
42007, p93/d3212,an,an,DIS,O
42008, p93/d3212,old,old,IST,old.a.02
42009, p93/d3212,house,house,CON,house.n.01
42010, p93/d3212,on,on,REL,O
42011, p93/d3212,this,this,PRX,O
42012, p93/d3212,street,street,CON,street.n.01
42013, p93/d3212,.,.,NIL,O
42014, p22/d3018,Tom,tom,PER,male.n.02
42015, p22/d3018,is,be,ENS,be.v.01
42016, p22/d3018,a,a,DIS,O
42017, p22/d3018,friend,friend,ROL,friend.n.01
42018, p22/d3018,of,of,REL,O
42019, p22/d3018,Mary,mary,PER,female.n.02
42020, p22/d3018,'s,be,NIL,O
42021, p22/d3018,.,.,NIL,O
42022, p75/d0818,I,speaker,PRO,O
42023, p75/d0818,'m,be,ENS,be.v.08
42024, p75/d0818,a,a,DIS,O
42025, p75/d0818,baker,baker,ROL,baker.n.01
42026, p75/d0818,.,.,NIL,O
42027, p17/d2586,Tom,tom,PER,male.n.02
42028, p17/d2586,is,be,NOW,O
42029, p17/d2586,very,very,INT,very.r.01
42030, p17/d2586,jealous,jealous,IST,jealous.a.02
42031, p17/d2586,of,of,REL,O
42032, p17/d2586,you,hearer,PRO,O
42033, p17/d2586,.,.,NIL,O
42034, p58/d0904,This,entity,PRX,entity.n.01
42035, p58/d0904,ai,be,NOW,O
42036, p58/d0904,n't,not,NOT,O
42037, p58/d0904,normal,normal,IST,normal.a.01
42038, p58/d0904,.,.,NIL,O
42039, p96/d2448,I,speaker,PRO,O
42040, p96/d2448,do,do,NOW,O
42041, p96/d2448,n't,not,NOT,O
42042, p96/d2448,speak,speak,EXS,speak.v.03
42043, p96/d2448,English,english,CON,english.n.01
42044, p96/d2448,.,.,NIL,O
42045, p12/d2264,The,the,DEF,O
42046, p12/d2264,house,house,CON,house.n.01
42047, p12/d2264,is,be,NOW,O
42048, p12/d2264,five~hundred,500,QUC,O
42049, p12/d2264,years,year,UOM,year.n.01
42050, p12/d2264,old,old,DEG,old.a.02
42051, p12/d2264,.,.,NIL,O
42052, p02/d1439,Tom,tom,PER,male.n.02
42053, p02/d1439,reserved,reserve,EPS,reserve.v.03
42054, p02/d1439,a,a,DIS,O
42055, p02/d1439,seat,seat,CON,seat.n.01
42056, p02/d1439,.,.,NIL,O
42057, p09/d2862,She,female,PRO,female.n.02
42058, p09/d2862,likes,like,ENS,like.v.03
42059, p09/d2862,tigers,tiger,CON,tiger.n.02
42060, p09/d2862,.,.,NIL,O
42061, p74/d3278,The,the,DEF,O
42062, p74/d3278,famous,famous,IST,famous.a.01
42063, p74/d3278,song,song,CON,song.n.01
42064, p74/d3278,"""","""",NIL,O
42065, p74/d3278,Ave~Maria,ave~maria,LIT,O
42066, p74/d3278,"""","""",NIL,O
42067, p74/d3278,was,be,PST,O
42068, p74/d3278,composed,compose,EXS,compose.v.02
42069, p74/d3278,by,by,REL,O
42070, p74/d3278,Schubert,schubert,PER,male.n.02
42071, p74/d3278,.,.,NIL,O
42072, p87/d2251,The,the,DEF,O
42073, p87/d2251,oven,oven,CON,oven.n.01
42074, p87/d2251,is,be,NOW,O
42075, p87/d2251,hot,hot,DEG,hot.a.01
42076, p87/d2251,.,.,NIL,O
42077, p79/d2277,I,speaker,PRO,O
42078, p79/d2277,'m,be,NOW,O
42079, p79/d2277,sad,sad,IST,sad.a.01
42080, p79/d2277,now,now,NOW,O
42081, p79/d2277,.,.,NIL,O
42082, p19/d3341,Everybody,person,AND,person.n.01
42083, p19/d3341,'s,be,NOW,O
42084, p19/d3341,smiling,smile,EXG,smile.v.01
42085, p19/d3341,.,.,NIL,O
42086, p47/d2101,She,female,PRO,female.n.02
42087, p47/d2101,reserved,reserve,EPS,reserve.v.03
42088, p47/d2101,a,a,DIS,O
42089, p47/d2101,room,room,CON,room.n.01
42090, p47/d2101,.,.,NIL,O
42091, p07/d1815,There,there,NIL,O
42092, p07/d1815,is,be,ENS,be.v.03
42093, p07/d1815,a,a,DIS,O
42094, p07/d1815,book,book,CON,book.n.02
42095, p07/d1815,on,on,REL,O
42096, p07/d1815,the,the,DEF,O
42097, p07/d1815,desk,desk,CON,desk.n.01
42098, p07/d1815,.,.,NIL,O
42099, p09/d2400,Mr,mr,ROL,mr.n.01
42100, p09/d2400,Tanaka,tanaka,PER,male.n.02
42101, p09/d2400,is,be,ENS,be.v.02
42102, p09/d2400,a,a,DIS,O
42103, p09/d2400,friend,friend,ROL,friend.n.01
42104, p09/d2400,of,of,REL,O
42105, p09/d2400,ours,speaker,PRO,O
42106, p09/d2400,.,.,NIL,O
42107, p87/d3109,Tom,tom,PER,male.n.02
42108, p87/d3109,faces,face,ENS,face.v.02
42109, p87/d3109,a,a,DIS,O
42110, p87/d3109,dilemma,dilemma,CON,dilemma.n.01
42111, p87/d3109,.,.,NIL,O
42112, p12/d2098,Over,over,MOR,O
42113, p12/d2098,30,30,QUC,O
42114, p12/d2098,people,person,CON,person.n.01
42115, p12/d2098,committed,commit,EPS,commit.v.01
42116, p12/d2098,suicide,suicide,CON,suicide.n.01
42117, p12/d2098,.,.,NIL,O
42118, p08/d2005,My,speaker,HAS,O
42119, p08/d2005,arm,arm,CON,arm.n.01
42120, p08/d2005,still,still,ALT,O
42121, p08/d2005,hurts,hurt,ENS,hurt.v.01
42122, p08/d2005,.,.,NIL,O
42123, p97/d1715,There,there,NIL,O
42124, p97/d1715,were,be,EPS,be.v.03
42125, p97/d1715,nice,nice,IST,nice.a.01
42126, p97/d1715,pictures,picture,CON,picture.n.02
42127, p97/d1715,on,on,REL,O
42128, p97/d1715,that,that,DST,O
42129, p97/d1715,wall,wall,CON,wall.n.01
42130, p97/d1715,.,.,NIL,O
42131, p07/d2158,She,female,PRO,female.n.02
42132, p07/d2158,started,start,EPS,start.v.01
42133, p07/d2158,laughing,laugh,EXG,laugh.v.01
42134, p07/d2158,hysterically,hysterically,IST,hysterically.r.01
42135, p07/d2158,.,.,NIL,O
42136, p95/d3478,He,male,PRO,male.n.02
42137, p95/d3478,has,have,NOW,O
42138, p95/d3478,lied,lie,EXT,lie.v.05
42139, p95/d3478,to,to,REL,O
42140, p95/d3478,me,speaker,PRO,O
42141, p95/d3478,again~and~again,again~and~again,ALT,O
42142, p95/d3478,.,.,NIL,O
42143, p09/d2676,Tom,tom,PER,male.n.02
42144, p09/d2676,did,do,EPS,do.v.02
42145, p09/d2676,a,a,DIS,O
42146, p09/d2676,great,great,IST,great.a.04
42147, p09/d2676,job,job,CON,job.n.02
42148, p09/d2676,.,.,NIL,O
42149, p89/d0717,The,the,DEF,O
42150, p89/d0717,World~court,world~court,CON,world_court.n.01
42151, p89/d0717,subpoenaed,subpoena,EPS,subpoena.v.01
42152, p89/d0717,Bush,bush,PER,male.n.02
42153, p89/d0717,.,.,NIL,O
42154, p15/d1545,The,the,DEF,O
42155, p15/d1545,troops,troop,CON,troop.n.01
42156, p15/d1545,had,have,EPS,have.v.01
42157, p15/d1545,plenty,+,QUV,O
42158, p15/d1545,of,of,REL,O
42159, p15/d1545,arms,arm,CON,arm.n.03
42160, p15/d1545,.,.,NIL,O
42161, p95/d2847,They,person,PRO,person.n.01
42162, p95/d2847,unloaded,unload,EPS,unload.v.02
42163, p95/d2847,the,the,DEF,O
42164, p95/d2847,ship,ship,CON,ship.n.01
42165, p95/d2847,.,.,NIL,O
42166, p13/d1529,Mary,mary,PER,female.n.02
42167, p13/d1529,lives,live,ENS,live.v.01
42168, p13/d1529,in,in,REL,O
42169, p13/d1529,Cairo,cairo,GPE,city.n.01
42170, p13/d1529,.,.,NIL,O
42171, p98/d2947,I,speaker,PRO,O
42172, p98/d2947,sang,sing,EPS,sing.v.02
42173, p98/d2947,for,for,REL,O
42174, p98/d2947,two,2,QUC,O
42175, p98/d2947,hours,hour,UOM,hour.n.01
42176, p98/d2947,.,.,NIL,O
42177, p74/d1455,He,male,PRO,male.n.02
42178, p74/d1455,burped,burp,EPS,burp.v.01
42179, p74/d1455,.,.,NIL,O
42180, p76/d1586,He,male,PRO,male.n.02
42181, p76/d1586,named,name,EPS,name.v.01
42182, p76/d1586,his,male,HAS,male.n.02
42183, p76/d1586,dog,dog,CON,dog.n.01
42184, p76/d1586,Rex,rex,LIT,O
42185, p76/d1586,.,.,NIL,O
42186, p07/d3125,In,in,REL,O
42187, p07/d3125,1497,1497,YOC,O
42188, p07/d3125,",",",",NIL,O
42189, p07/d3125,John~Cabot,john~cabot,PER,male.n.02
42190, p07/d3125,explored,explore,EPS,explore.v.02
42191, p07/d3125,Canada,canada,GPE,country.n.02
42192, p07/d3125,.,.,NIL,O
42193, p15/d2427,You,hearer,PRO,O
42194, p15/d2427,cut,cut~down,EPS,cut_down.v.06
42195, p15/d2427,down,down,REL,O
42196, p15/d2427,a,a,DIS,O
42197, p15/d2427,cherry~tree,cherry~tree,CON,cherry_tree.n.01
42198, p15/d2427,.,.,NIL,O
42199, p34/d0821,I,speaker,PRO,O
42200, p34/d0821,was,be,PST,O
42201, p34/d0821,used,used~to,IST,used_to.a.01
42202, p34/d0821,to,to,REL,O
42203, p34/d0821,the,the,DEF,O
42204, p34/d0821,heat,heat,CON,heat.n.02
42205, p34/d0821,.,.,NIL,O
42206, p98/d2835,Muskrats,muskrat,CON,muskrat.n.02
42207, p98/d2835,are,be,NOW,O
42208, p98/d2835,responsible,responsible,IST,responsible.a.02
42209, p98/d2835,for,for,REL,O
42210, p98/d2835,the,the,DEF,O
42211, p98/d2835,destruction,destruction,CON,destruction.n.01
42212, p98/d2835,of,of,REL,O
42213, p98/d2835,dams,dam,CON,dam.n.01
42214, p98/d2835,and,and,GRP,O
42215, p98/d2835,dikes,dike,CON,dike.n.02
42216, p98/d2835,.,.,NIL,O
42217, p93/d3283,Tom,tom,PER,male.n.02
42218, p93/d3283,was,be,PST,O
42219, p93/d3283,wearing,wear,EXG,wear.v.01
42220, p93/d3283,a,a,DIS,O
42221, p93/d3283,cowboy~hat,cowboy~hat,CON,cowboy_hat.n.01
42222, p93/d3283,.,.,NIL,O
42223, p67/d2156,The,the,DEF,O
42224, p67/d2156,poem,poem,CON,poem.n.01
42225, p67/d2156,was,be,PST,O
42226, p67/d2156,composed,compose,EXS,compose.v.03
42227, p67/d2156,by,by,REL,O
42228, p67/d2156,an,an,DIS,O
42229, p67/d2156,anonymous,anonymous,IST,anonymous.a.01
42230, p67/d2156,author,author,ROL,author.n.01
42231, p67/d2156,.,.,NIL,O
42232, p97/d0763,The,the,DEF,O
42233, p97/d0763,Everglades,everglades,GEO,park.n.01
42234, p97/d0763,is,be,NOW,O
42235, p97/d0763,50,50,QUC,O
42236, p97/d0763,mile,mile,UOM,mile.n.01
42237, p97/d0763,wide,wide,DEG,wide.a.01
42238, p97/d0763,.,.,NIL,O
42239, p65/d1400,My,speaker,HAS,O
42240, p65/d1400,face,face,CON,face.n.01
42241, p65/d1400,twitches,twitch,ENS,twitch.v.01
42242, p65/d1400,.,.,NIL,O
42243, p26/d1754,Mary,mary,PER,female.n.02
42244, p26/d1754,unscrewed,unscrew,EPS,unscrew.v.01
42245, p26/d1754,her,female,HAS,female.n.02
42246, p26/d1754,lipstick,lipstick,CON,lipstick.n.01
42247, p26/d1754,.,.,NIL,O
42248, p96/d3462,She,female,PRO,female.n.02
42249, p96/d3462,added,add,EPS,add.v.01
42250, p96/d3462,milk,milk,CON,milk.n.01
42251, p96/d3462,to,to,REL,O
42252, p96/d3462,the,the,DEF,O
42253, p96/d3462,coffee,coffee,CON,coffee.n.01
42254, p96/d3462,.,.,NIL,O
42255, p86/d3185,Lincoln,lincoln,PER,male.n.02
42256, p86/d3185,was,be,PST,O
42257, p86/d3185,elected,elect,EXS,elect.v.01
42258, p86/d3185,President,president,ROL,president.n.03
42259, p86/d3185,in,in,REL,O
42260, p86/d3185,1860,1860,YOC,O
42261, p86/d3185,.,.,NIL,O
42262, p48/d1618,Fifteen,15,QUC,O
42263, p48/d1618,times,times,CON,times.n.02
42264, p48/d1618,five,5,QUC,O
42265, p48/d1618,equals,equal,EXS,equal.v.01
42266, p48/d1618,seventy-five,75,QUC,O
42267, p48/d1618,.,.,NIL,O
42268, p63/d1549,Tom,tom,PER,male.n.02
42269, p63/d1549,majored,major,EPS,major.v.01
42270, p63/d1549,in,in,REL,O
42271, p63/d1549,psychology,psychology,CON,psychology.n.01
42272, p63/d1549,.,.,NIL,O
42273, p07/d2052,This,this,PRX,O
42274, p07/d2052,medicine,medicine,CON,medicine.n.02
42275, p07/d2052,will,will,FUT,O
42276, p07/d2052,soothe,soothe,EXS,soothe.v.02
42277, p07/d2052,your,hearer,HAS,O
42278, p07/d2052,headache,headache,CON,headache.n.02
42279, p07/d2052,.,.,NIL,O
42280, p33/d3040,Tom,tom,PER,male.n.02
42281, p33/d3040,gave,give,EPS,give.v.03
42282, p33/d3040,some,some,DIS,O
42283, p33/d3040,milk,milk,CON,milk.n.01
42284, p33/d3040,to,to,REL,O
42285, p33/d3040,the,the,DEF,O
42286, p33/d3040,cat,cat,CON,cat.n.01
42287, p33/d3040,.,.,NIL,O
42288, p08/d1544,That,entity,DST,entity.n.01
42289, p08/d1544,'s,be,NOW,O
42290, p08/d1544,convenient,convenient,IST,convenient.a.01
42291, p08/d1544,",",",",NIL,O
42292, p08/d1544,is,be,NOW,O
42293, p08/d1544,n't,not,NOT,O
42294, p08/d1544,it,entity,PRO,entity.n.01
42295, p08/d1544,?,?,QUE,O
42296, p62/d2006,In~other~words,in~other~words,ALT,O
42297, p62/d2006,",",",",NIL,O
42298, p62/d2006,he,male,PRO,male.n.02
42299, p62/d2006,is,be,NOW,O
42300, p62/d2006,lazy,lazy,IST,lazy.a.02
42301, p62/d2006,.,.,NIL,O
42302, p38/d2263,Neither,neither,NOT,O
42303, p38/d2263,Tom,tom,PER,male.n.02
42304, p38/d2263,nor,nor,DIS,O
42305, p38/d2263,Mary,mary,PER,female.n.02
42306, p38/d2263,speaks,speak,ENS,speak.v.03
42307, p38/d2263,Spanish,spanish,CON,spanish.n.01
42308, p38/d2263,.,.,NIL,O
42309, p68/d2735,I,speaker,PRO,O
42310, p68/d2735,bade,bid,EPS,bid.v.02
42311, p68/d2735,good~night,good~night,CON,good_night.n.01
42312, p68/d2735,to,to,REL,O
42313, p68/d2735,her,female,PRO,female.n.02
42314, p68/d2735,.,.,NIL,O
42315, p04/d2804,You,hearer,PRO,O
42316, p04/d2804,'ll,will,FUT,O
42317, p04/d2804,ruin,ruin,EXS,ruin.v.01
42318, p04/d2804,everything,entity,AND,entity.n.01
42319, p04/d2804,.,.,NIL,O
42320, p73/d2331,Emily,emily,PER,female.n.02
42321, p73/d2331,is,be,NOW,O
42322, p73/d2331,n't,not,NOT,O
42323, p73/d2331,afraid,afraid,IST,afraid.a.01
42324, p73/d2331,of,of,REL,O
42325, p73/d2331,spiders,spider,CON,spider.n.01
42326, p73/d2331,.,.,NIL,O
42327, p34/d3450,Hanako,hanako,PER,female.n.02
42328, p34/d3450,questioned,question,EPS,question.v.05
42329, p34/d3450,his,male,HAS,male.n.02
42330, p34/d3450,sincerity,sincerity,CON,sincerity.n.02
42331, p34/d3450,.,.,NIL,O
42332, p26/d2363,I,speaker,PRO,O
42333, p26/d2363,need,need,ENS,need.v.02
42334, p26/d2363,a,a,DIS,O
42335, p26/d2363,car,car,CON,car.n.01
42336, p26/d2363,.,.,NIL,O
42337, p09/d2772,That,that,DST,O
42338, p09/d2772,plane,plane,CON,plane.n.01
42339, p09/d2772,will,will,FUT,O
42340, p09/d2772,take,take~off,EXS,take_off.v.01
42341, p09/d2772,off,off,REL,O
42342, p09/d2772,at,at,REL,O
42343, p09/d2772,five,17:00,CLO,O
42344, p09/d2772,.,.,NIL,O
42345, p07/d1711,This,this,PRX,O
42346, p07/d1711,computer,computer,CON,computer.n.01
42347, p07/d1711,cost,cost,ENS,cost.v.01
42348, p07/d1711,three~thousand,3000,QUC,O
42349, p07/d1711,dollars,dollar,UOM,dollar.n.01
42350, p07/d1711,.,.,NIL,O
42351, p37/d1549,She,female,PRO,female.n.02
42352, p37/d1549,is,be,ENS,be.v.08
42353, p37/d1549,a,a,DIS,O
42354, p37/d1549,teacher,teacher,ROL,teacher.n.01
42355, p37/d1549,.,.,NIL,O
42356, p27/d3043,Where,location,QUE,location.n.01
42357, p27/d3043,did,do,PST,O
42358, p27/d3043,Mahatma~Gandhi,mahatma~gandhi,PER,male.n.02
42359, p27/d3043,study,study,EXS,study.v.02
42360, p27/d3043,?,?,QUE,O
42361, p38/d3089,There,there,NIL,O
42362, p38/d3089,are,be,ENS,be.v.03
42363, p38/d3089,beautiful,beautiful,IST,beautiful.a.01
42364, p38/d3089,flowers,flower,CON,flower.n.01
42365, p38/d3089,in,in,REL,O
42366, p38/d3089,the,the,DEF,O
42367, p38/d3089,garden,garden,CON,garden.n.01
42368, p38/d3089,.,.,NIL,O
42369, p96/d1380,What,entity,QUE,entity.n.01
42370, p96/d1380,was,be,EPS,be.v.02
42371, p96/d1380,Andrew~Jackson,andrew~jackson,PER,male.n.02
42372, p96/d1380,'s,'s,HAS,O
42373, p96/d1380,wife,wife,ROL,wife.n.01
42374, p96/d1380,'s,'s,HAS,O
42375, p96/d1380,name,name,CON,name.n.01
42376, p96/d1380,?,?,QUE,O
42377, p14/d2332,I,speaker,PRO,O
42378, p14/d2332,'m,be,NOW,O
42379, p14/d2332,not,not,NOT,O
42380, p14/d2332,busy,busy,IST,busy.a.01
42381, p14/d2332,either,either,ALT,O
42382, p14/d2332,.,.,NIL,O
42383, p13/d0101,The,the,DEF,O
42384, p13/d0101,fire,fire,CON,fire.n.01
42385, p13/d0101,originated,originate,EPS,originate.v.01
42386, p13/d0101,from,from,REL,O
42387, p13/d0101,carelessness,carelessness,CON,carelessness.n.01
