,sentence,word,sense,context,sym_context,sem_context,sns_context
1493, p10/d0713,Baena~Soares,male.n.02,"['Baena~Soares', 'was', 'arrested', 'by']","['baena~soares', 'be', 'arrest', 'by']","['PER', 'PST', 'EXS', 'REL']","['male.n.02', 'O', 'arrest.v.01', 'O']"
1494, p10/d0713,arrested,arrest.v.01,"['Baena~Soares', 'was', 'arrested', 'by', 'the', 'armed~forces']","['baena~soares', 'be', 'arrest', 'by', 'the', 'armed~forces']","['PER', 'PST', 'EXS', 'REL', 'DEF', 'CON']","['male.n.02', 'O', 'arrest.v.01', 'O', 'O', 'armed_forces.n.01']"
1495, p00/d0818,like,like.v.03,"['I', 'like', 'the', 'actor', '.']","['speaker', 'like', 'the', 'actor', '.']","['PRO', 'ENS', 'DEF', 'ROL', 'NIL']","['O', 'like.v.03', 'O', 'actor.n.01', 'O']"
1496, p10/d1486,pilot,pilot.n.01,"['The', 'pilot', 'raced', 'for', 'Ferrari']","['the', 'pilot', 'race', 'for', 'ferrari']","['DEF', 'ROL', 'EPS', 'REL', 'ORG']","['O', 'pilot.n.01', 'race.v.02', 'O', 'company.n.01']"
1497, p10/d1486,raced,race.v.02,"['The', 'pilot', 'raced', 'for', 'Ferrari', 'from']","['the', 'pilot', 'race', 'for', 'ferrari', 'from']","['DEF', 'ROL', 'EPS', 'REL', 'ORG', 'REL']","['O', 'pilot.n.01', 'race.v.02', 'O', 'company.n.01', 'O']"
1498, p10/d1486,Ferrari,company.n.01,"['pilot', 'raced', 'for', 'Ferrari', 'from', '1995', 'to']","['pilot', 'race', 'for', 'ferrari', 'from', '1995', 'to']","['ROL', 'EPS', 'REL', 'ORG', 'REL', 'YOC', 'REL']","['pilot.n.01', 'race.v.02', 'O', 'company.n.01', 'O', 'O', 'O']"
1499, p00/d3495,Tom,male.n.02,"['Tom', 'honked', 'the', 'horn']","['tom', 'honk', 'the', 'horn']","['PER', 'EPS', 'DEF', 'CON']","['male.n.02', 'honk.v.02', 'O', 'horn.n.11']"
1500, p00/d3495,honked,honk.v.02,"['Tom', 'honked', 'the', 'horn', '.']","['tom', 'honk', 'the', 'horn', '.']","['PER', 'EPS', 'DEF', 'CON', 'NIL']","['male.n.02', 'honk.v.02', 'O', 'horn.n.11', 'O']"
1501, p30/d3121,Tom,male.n.02,"['Tom', 'lowered', 'his', 'gaze']","['tom', 'lower', 'male', 'gaze']","['PER', 'EPS', 'HAS', 'CON']","['male.n.02', 'lower.v.01', 'male.n.02', 'gaze.n.01']"
1502, p30/d3121,lowered,lower.v.01,"['Tom', 'lowered', 'his', 'gaze', '.']","['tom', 'lower', 'male', 'gaze', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'lower.v.01', 'male.n.02', 'gaze.n.01', 'O']"
1503, p30/d3121,his,male.n.02,"['Tom', 'lowered', 'his', 'gaze', '.']","['tom', 'lower', 'male', 'gaze', '.']","['PER', 'EPS', 'HAS', 'CON', 'NIL']","['male.n.02', 'lower.v.01', 'male.n.02', 'gaze.n.01', 'O']"
1504, p30/d2540,She,female.n.02,"['She', 'hugged', 'him', '.']","['female', 'hug', 'male', '.']","['PRO', 'EPS', 'PRO', 'NIL']","['female.n.02', 'hug.v.01', 'male.n.02', 'O']"
1505, p30/d2540,hugged,hug.v.01,"['She', 'hugged', 'him', '.']","['female', 'hug', 'male', '.']","['PRO', 'EPS', 'PRO', 'NIL']","['female.n.02', 'hug.v.01', 'male.n.02', 'O']"
1506, p20/d2109,Tom,male.n.02,"['Tom', 'stopped', 'reading', '.']","['tom', 'stop', 'read', '.']","['PER', 'EPS', 'EXG', 'NIL']","['male.n.02', 'stop.v.02', 'read.v.01', 'O']"
1507, p20/d2109,stopped,stop.v.02,"['Tom', 'stopped', 'reading', '.']","['tom', 'stop', 'read', '.']","['PER', 'EPS', 'EXG', 'NIL']","['male.n.02', 'stop.v.02', 'read.v.01', 'O']"
1508, p30/d1703,Tom,male.n.02,"['Tom', 'drove', 'his', 'car']","['tom', 'drive', 'male', 'car']","['PER', 'EPS', 'HAS', 'CON']","['male.n.02', 'drive.v.01', 'male.n.02', 'car.n.01']"
1509, p30/d1703,drove,drive.v.01,"['Tom', 'drove', 'his', 'car', 'off']","['tom', 'drive', 'male', 'car', 'off']","['PER', 'EPS', 'HAS', 'CON', 'REL']","['male.n.02', 'drive.v.01', 'male.n.02', 'car.n.01', 'O']"
1510, p30/d1703,his,male.n.02,"['Tom', 'drove', 'his', 'car', 'off', 'a']","['tom', 'drive', 'male', 'car', 'off', 'a']","['PER', 'EPS', 'HAS', 'CON', 'REL', 'DIS']","['male.n.02', 'drive.v.01', 'male.n.02', 'car.n.01', 'O', 'O']"
1511, p30/d1703,car,car.n.01,"['Tom', 'drove', 'his', 'car', 'off', 'a', 'cliff']","['tom', 'drive', 'male', 'car', 'off', 'a', 'cliff']","['PER', 'EPS', 'HAS', 'CON', 'REL', 'DIS', 'CON']","['male.n.02', 'drive.v.01', 'male.n.02', 'car.n.01', 'O', 'O', 'cliff.n.01']"
1512, p00/d0182,This,entity.n.01,"['This', 'is', 'a', 'man-made']","['entity', 'be', 'a', 'man-made']","['PRX', 'ENS', 'DIS', 'IST']","['entity.n.01', 'be.v.01', 'O', 'man-made.a.01']"
1513, p00/d0182,is,be.v.01,"['This', 'is', 'a', 'man-made', 'language']","['entity', 'be', 'a', 'man-made', 'language']","['PRX', 'ENS', 'DIS', 'IST', 'CON']","['entity.n.01', 'be.v.01', 'O', 'man-made.a.01', 'language.n.01']"
1514, p00/d0182,man-made,man-made.a.01,"['This', 'is', 'a', 'man-made', 'language', '.']","['entity', 'be', 'a', 'man-made', 'language', '.']","['PRX', 'ENS', 'DIS', 'IST', 'CON', 'NIL']","['entity.n.01', 'be.v.01', 'O', 'man-made.a.01', 'language.n.01', 'O']"
1515, p00/d1936,watch,watch.n.01,"['My', 'watch', 'may', 'be', 'one']","['speaker', 'watch', 'may', 'be', '1']","['HAS', 'CON', 'POS', 'NIL', 'QUC']","['O', 'watch.n.01', 'O', 'O', 'O']"
1516, p00/d1936,minutes,minute.n.01,"['one', 'or', 'two', 'minutes', 'fast', '.']","['1', 'or', '2', 'minute', 'fast', '.']","['QUC', 'DIS', 'QUC', 'UOM', 'IST', 'NIL']","['O', 'O', 'O', 'minute.n.01', 'fast.a.02', 'O']"
1517, p00/d1496,sister,sister.n.01,"['My', 'sister', 'is', ""n't"", 'studying']","['speaker', 'sister', 'be', 'not', 'study']","['HAS', 'ROL', 'NOW', 'NOT', 'EXG']","['O', 'sister.n.01', 'O', 'O', 'study.v.05']"
1518, p00/d1496,studying,study.v.05,"['sister', 'is', ""n't"", 'studying', 'now', '.']","['sister', 'be', 'not', 'study', 'now', '.']","['ROL', 'NOW', 'NOT', 'EXG', 'NOW', 'NIL']","['sister.n.01', 'O', 'O', 'study.v.05', 'O', 'O']"
1519, p00/d1957,know,know.v.01,"['I', 'know', 'that', 'John', 'is']","['speaker', 'know', 'that', 'john', 'be']","['PRO', 'ENS', 'SUB', 'PER', 'NOW']","['O', 'know.v.01', 'O', 'male.n.02', 'O']"
1520, p00/d1957,John,male.n.02,"['I', 'know', 'that', 'John', 'is', 'honest', '.']","['speaker', 'know', 'that', 'john', 'be', 'honest', '.']","['PRO', 'ENS', 'SUB', 'PER', 'NOW', 'IST', 'NIL']","['O', 'know.v.01', 'O', 'male.n.02', 'O', 'honest.a.01', 'O']"
1521, p10/d3493,company,company.n.01,"['The', 'company', 'spends', 'a', 'lot']","['the', 'company', 'spend', 'a', '+']","['DEF', 'CON', 'ENS', 'DIS', 'QUV']","['O', 'company.n.01', 'spend.v.02', 'O', 'O']"
1522, p10/d3493,spends,spend.v.02,"['The', 'company', 'spends', 'a', 'lot', 'of']","['the', 'company', 'spend', 'a', '+', 'of']","['DEF', 'CON', 'ENS', 'DIS', 'QUV', 'REL']","['O', 'company.n.01', 'spend.v.02', 'O', 'O', 'O']"
1523, p10/d3493,money,money.n.01,"['a', 'lot', 'of', 'money', 'on', 'advertising', '.']","['a', '+', 'of', 'money', 'on', 'advertising', '.']","['DIS', 'QUV', 'REL', 'CON', 'REL', 'CON', 'NIL']","['O', 'O', 'O', 'money.n.01', 'O', 'advertising.n.02', 'O']"
1524, p20/d0889,They,person.n.01,"['They', 'have', 'drunk', 'two']","['person', 'have', 'drink', '2']","['PRO', 'NOW', 'EXT', 'QUC']","['person.n.01', 'O', 'drink.v.01', 'O']"
1525, p20/d0889,drunk,drink.v.01,"['They', 'have', 'drunk', 'two', 'bottles', 'of']","['person', 'have', 'drink', '2', 'bottle', 'of']","['PRO', 'NOW', 'EXT', 'QUC', 'CON', 'AND']","['person.n.01', 'O', 'drink.v.01', 'O', 'bottle.n.02', 'O']"
1526, p20/d0889,bottles,bottle.n.02,"['have', 'drunk', 'two', 'bottles', 'of', 'wine', '.']","['have', 'drink', '2', 'bottle', 'of', 'wine', '.']","['NOW', 'EXT', 'QUC', 'CON', 'AND', 'CON', 'NIL']","['O', 'drink.v.01', 'O', 'bottle.n.02', 'O', 'wine.n.01', 'O']"
1527, p10/d1569,years,year.n.01,"['Two', 'years', 'ago', 'I', 'went']","['2', 'year', 'ago', 'speaker', 'go']","['QUC', 'UOM', 'PST', 'PRO', 'EPS']","['O', 'year.n.01', 'O', 'O', 'go.v.01']"
1528, p10/d1569,went,go.v.01,"['years', 'ago', 'I', 'went', 'to', 'China', '.']","['year', 'ago', 'speaker', 'go', 'to', 'china', '.']","['UOM', 'PST', 'PRO', 'EPS', 'REL', 'GPE', 'NIL']","['year.n.01', 'O', 'O', 'go.v.01', 'O', 'country.n.02', 'O']"
1529, p00/d0908,won,win.v.01,"['I', 'won', 'the', 'gold~medal', '.']","['speaker', 'win', 'the', 'gold~medal', '.']","['PRO', 'EPS', 'DEF', 'CON', 'NIL']","['O', 'win.v.01', 'O', 'gold_medal.n.01', 'O']"
1530, p30/d3275,ice,ice.n.02,"['The', 'ice', 'is', 'two', 'inches']","['the', 'ice', 'be', '2', 'inch']","['DEF', 'CON', 'NOW', 'QUC', 'UOM']","['O', 'ice.n.02', 'O', 'O', 'inch.n.01']"
1531, p30/d3275,inches,inch.n.01,"['ice', 'is', 'two', 'inches', 'thick', '.']","['ice', 'be', '2', 'inch', 'thick', '.']","['CON', 'NOW', 'QUC', 'UOM', 'DEG', 'NIL']","['ice.n.02', 'O', 'O', 'inch.n.01', 'thick.a.01', 'O']"
1532, p00/d3067,rain,rain.n.01,"['The', 'rain', 'is', 'letting', 'up']","['the', 'rain', 'be', 'let~up', 'up']","['DEF', 'CON', 'NOW', 'EXG', 'REL']","['O', 'rain.n.01', 'O', 'let_up.v.01', 'O']"
1533, p00/d3067,letting,let_up.v.01,"['The', 'rain', 'is', 'letting', 'up', '.']","['the', 'rain', 'be', 'let~up', 'up', '.']","['DEF', 'CON', 'NOW', 'EXG', 'REL', 'NIL']","['O', 'rain.n.01', 'O', 'let_up.v.01', 'O', 'O']"
1534, p00/d3079,miss,miss.v.02,"['I', ""'ll"", 'miss', 'you', 'too', '.']","['speaker', 'will', 'miss', 'hearer', 'too', '.']","['PRO', 'FUT', 'EXS', 'PRO', 'ALT', 'NIL']","['O', 'O', 'miss.v.02', 'O', 'O', 'O']"
1535, p00/d3036,hang,hang_up.v.02,"['I', ""'ll"", 'hang', 'my', 'coat', 'up']","['speaker', 'will', 'hang~up', 'speaker', 'coat', 'up']","['PRO', 'FUT', 'EXS', 'HAS', 'CON', 'REL']","['O', 'O', 'hang_up.v.02', 'O', 'coat.n.01', 'O']"
1536, p00/d3036,coat,coat.n.01,"[""'ll"", 'hang', 'my', 'coat', 'up', 'behind', 'the']","['will', 'hang~up', 'speaker', 'coat', 'up', 'behind', 'the']","['FUT', 'EXS', 'HAS', 'CON', 'REL', 'REL', 'DEF']","['O', 'hang_up.v.02', 'O', 'coat.n.01', 'O', 'O', 'O']"
1537, p00/d1823,She,female.n.02,"['She', 'joined', 'us', '.']","['female', 'join', 'speaker', '.']","['PRO', 'EPS', 'PRO', 'NIL']","['female.n.02', 'join.v.03', 'O', 'O']"
1538, p00/d1823,joined,join.v.03,"['She', 'joined', 'us', '.']","['female', 'join', 'speaker', '.']","['PRO', 'EPS', 'PRO', 'NIL']","['female.n.02', 'join.v.03', 'O', 'O']"
1539, p10/d2242,prove,prove.v.02,"['I', 'can', 'prove', 'it', 'to', 'you']","['speaker', 'can', 'prove', 'entity', 'to', 'hearer']","['PRO', 'POS', 'EXS', 'PRO', 'REL', 'PRO']","['O', 'O', 'prove.v.02', 'entity.n.01', 'O', 'O']"
1540, p10/d2242,it,entity.n.01,"['I', 'can', 'prove', 'it', 'to', 'you', '.']","['speaker', 'can', 'prove', 'entity', 'to', 'hearer', '.']","['PRO', 'POS', 'EXS', 'PRO', 'REL', 'PRO', 'NIL']","['O', 'O', 'prove.v.02', 'entity.n.01', 'O', 'O', 'O']"
1541, p20/d3470,climb,climb.v.01,"['Let', ""'s"", 'climb', 'to', 'the', 'top']","['let', 'speaker', 'climb', 'to', 'the', 'top']","['FUT', 'PRO', 'EXS', 'REL', 'DEF', 'CON']","['O', 'O', 'climb.v.01', 'O', 'O', 'top.n.03']"
1542, p20/d3470,top,top.n.03,"['climb', 'to', 'the', 'top', 'of', 'this', 'mountain']","['climb', 'to', 'the', 'top', 'of', 'this', 'mountain']","['EXS', 'REL', 'DEF', 'CON', 'REL', 'PRX', 'CON']","['climb.v.01', 'O', 'O', 'top.n.03', 'O', 'O', 'mountain.n.01']"
1543, p00/d1600,game,game.n.01,"['The', 'game', 'excited', 'lots', 'of']","['the', 'game', 'excite', '+', 'of']","['DEF', 'CON', 'EPS', 'QUV', 'REL']","['O', 'game.n.01', 'excite.v.01', 'O', 'O']"
1544, p00/d1600,excited,excite.v.01,"['The', 'game', 'excited', 'lots', 'of', 'people']","['the', 'game', 'excite', '+', 'of', 'person']","['DEF', 'CON', 'EPS', 'QUV', 'REL', 'CON']","['O', 'game.n.01', 'excite.v.01', 'O', 'O', 'person.n.01']"
1545, p10/d2255,captured,capture.v.03,"['We', 'captured', 'cicadas', 'with', 'a']","['speaker', 'capture', 'cicada', 'with', 'a']","['PRO', 'EPS', 'CON', 'REL', 'DIS']","['O', 'capture.v.03', 'cicada.n.01', 'O', 'O']"
1546, p10/d2255,cicadas,cicada.n.01,"['We', 'captured', 'cicadas', 'with', 'a', 'net']","['speaker', 'capture', 'cicada', 'with', 'a', 'net']","['PRO', 'EPS', 'CON', 'REL', 'DIS', 'CON']","['O', 'capture.v.03', 'cicada.n.01', 'O', 'O', 'net.n.02']"
1547, p30/d3026,took,take.v.02,"['It', 'took', 'me', 'five', 'hours']","['it', 'take', 'speaker', '5', 'hour']","['NIL', 'EPS', 'PRO', 'QUC', 'UOM']","['O', 'take.v.02', 'O', 'O', 'hour.n.01']"
1548, p30/d3026,hours,hour.n.01,"['took', 'me', 'five', 'hours', 'to', 'make', 'this']","['take', 'speaker', '5', 'hour', 'to', 'make', 'this']","['EPS', 'PRO', 'QUC', 'UOM', 'NIL', 'EXS', 'PRX']","['take.v.02', 'O', 'O', 'hour.n.01', 'O', 'make.v.06', 'O']"
1549, p30/d3026,make,make.v.06,"['five', 'hours', 'to', 'make', 'this', 'kennel', '.']","['5', 'hour', 'to', 'make', 'this', 'kennel', '.']","['QUC', 'UOM', 'NIL', 'EXS', 'PRX', 'CON', 'NIL']","['O', 'hour.n.01', 'O', 'make.v.06', 'O', 'kennel.n.01', 'O']"
1550, p10/d2714,They,person.n.01,"['They', 'have', 'to', 'go']","['person', 'have', 'to', 'go', 'to']","['PRO', 'NEC', 'NIL', 'EXS', 'REL']","['person.n.01', 'O', 'O', 'go.v.01', 'O']"
1551, p10/d2714,go,go.v.01,"['They', 'have', 'to', 'go', 'to', 'school', '.']","['person', 'have', 'to', 'go', 'to', 'school', '.']","['PRO', 'NEC', 'NIL', 'EXS', 'REL', 'CON', 'NIL']","['person.n.01', 'O', 'O', 'go.v.01', 'O', 'school.n.02', 'O']"
1552, p20/d2522,come,come.v.02,"['I', 'can', 'come', 'at', 'three', '.']","['speaker', 'can', 'come', 'at', '15:00', '.']","['PRO', 'POS', 'EXS', 'REL', 'CLO', 'NIL']","['O', 'O', 'come.v.02', 'O', 'O', 'O']"
1553, p10/d3369,Tom,male.n.02,"['Tom', 'squeezed', 'this', 'orange~juice']","['tom', 'squeeze', 'this', 'orange~juice']","['PER', 'EPS', 'PRX', 'CON']","['male.n.02', 'squeeze.v.01', 'O', 'orange_juice.n.01']"
1554, p10/d3369,squeezed,squeeze.v.01,"['Tom', 'squeezed', 'this', 'orange~juice', 'himself']","['tom', 'squeeze', 'this', 'orange~juice', 'male']","['PER', 'EPS', 'PRX', 'CON', 'EMP']","['male.n.02', 'squeeze.v.01', 'O', 'orange_juice.n.01', 'male.n.02']"
1555, p10/d3369,orange~juice,orange_juice.n.01,"['Tom', 'squeezed', 'this', 'orange~juice', 'himself', '.']","['tom', 'squeeze', 'this', 'orange~juice', 'male', '.']","['PER', 'EPS', 'PRX', 'CON', 'EMP', 'NIL']","['male.n.02', 'squeeze.v.01', 'O', 'orange_juice.n.01', 'male.n.02', 'O']"
1556, p30/d2967,He,male.n.02,"['He', 'dropped', 'the', 'cup']","['male', 'drop', 'the', 'cup']","['PRO', 'EPS', 'DEF', 'CON']","['male.n.02', 'drop.v.01', 'O', 'cup.n.01']"
1557, p30/d2967,dropped,drop.v.01,"['He', 'dropped', 'the', 'cup', 'and']","['male', 'drop', 'the', 'cup', 'and']","['PRO', 'EPS', 'DEF', 'CON', 'COO']","['male.n.02', 'drop.v.01', 'O', 'cup.n.01', 'O']"
1558, p30/d2967,cup,cup.n.01,"['He', 'dropped', 'the', 'cup', 'and', 'broke', 'it']","['male', 'drop', 'the', 'cup', 'and', 'break', 'entity']","['PRO', 'EPS', 'DEF', 'CON', 'COO', 'EPS', 'PRO']","['male.n.02', 'drop.v.01', 'O', 'cup.n.01', 'O', 'break.v.05', 'entity.n.01']"
1559, p30/d2967,broke,break.v.05,"['the', 'cup', 'and', 'broke', 'it', '.']","['the', 'cup', 'and', 'break', 'entity', '.']","['DEF', 'CON', 'COO', 'EPS', 'PRO', 'NIL']","['O', 'cup.n.01', 'O', 'break.v.05', 'entity.n.01', 'O']"
1560, p00/d0865,threw,throw_up.v.01,"['I', 'threw', 'up', '.']","['speaker', 'throw~up', 'up', '.']","['PRO', 'EPS', 'REL', 'NIL']","['O', 'throw_up.v.01', 'O', 'O']"
1561, p20/d3028,suddenly,suddenly.r.01,"['I', ""'ve"", 'suddenly', 'started', 'to', 'gain']","['speaker', 'have', 'suddenly', 'start', 'to', 'gain']","['PRO', 'NOW', 'IST', 'EXT', 'NIL', 'EXS']","['O', 'O', 'suddenly.r.01', 'start.v.01', 'O', 'gain.v.09']"
1562, p20/d3028,started,start.v.01,"['I', ""'ve"", 'suddenly', 'started', 'to', 'gain', 'weight']","['speaker', 'have', 'suddenly', 'start', 'to', 'gain', 'weight']","['PRO', 'NOW', 'IST', 'EXT', 'NIL', 'EXS', 'CON']","['O', 'O', 'suddenly.r.01', 'start.v.01', 'O', 'gain.v.09', 'weight.n.01']"
1563, p20/d3028,gain,gain.v.09,"['suddenly', 'started', 'to', 'gain', 'weight', '.']","['suddenly', 'start', 'to', 'gain', 'weight', '.']","['IST', 'EXT', 'NIL', 'EXS', 'CON', 'NIL']","['suddenly.r.01', 'start.v.01', 'O', 'gain.v.09', 'weight.n.01', 'O']"
1564, p30/d3068,Tom,male.n.02,"['Tom', 'suffered', 'from', 'a']","['tom', 'suffer', 'from', 'a']","['PER', 'EPS', 'REL', 'DIS']","['male.n.02', 'suffer.v.02', 'O', 'O']"
1565, p30/d3068,suffered,suffer.v.02,"['Tom', 'suffered', 'from', 'a', 'collapsed']","['tom', 'suffer', 'from', 'a', 'collapse']","['PER', 'EPS', 'REL', 'DIS', 'EXT']","['male.n.02', 'suffer.v.02', 'O', 'O', 'collapse.v.03']"
1566, p30/d3068,collapsed,collapse.v.03,"['suffered', 'from', 'a', 'collapsed', 'lung', '.']","['suffer', 'from', 'a', 'collapse', 'lung', '.']","['EPS', 'REL', 'DIS', 'EXT', 'CON', 'NIL']","['suffer.v.02', 'O', 'O', 'collapse.v.03', 'lung.n.01', 'O']"
1567, p00/d3046,expelled,expel.v.01,"['I', 'was', 'expelled', 'from', 'school', '.']","['speaker', 'be', 'expel', 'from', 'school', '.']","['PRO', 'PST', 'EXS', 'REL', 'CON', 'NIL']","['O', 'O', 'expel.v.01', 'O', 'school.n.01', 'O']"
1568, p20/d2499,street,street.n.01,"['The', 'street', 'is', 'empty', '.']","['the', 'street', 'be', 'empty', '.']","['DEF', 'CON', 'NOW', 'IST', 'NIL']","['O', 'street.n.01', 'O', 'empty.a.01', 'O']"
1569, p00/d0801,calling,call.v.03,"['I', ""'m"", 'calling', 'because', 'I', ""'ve""]","['speaker', 'be', 'call', 'because', 'speaker', 'have']","['PRO', 'NOW', 'EXG', 'SUB', 'PRO', 'NOW']","['O', 'O', 'call.v.03', 'O', 'O', 'O']"
1570, p00/d0801,lost,lose.v.05,"['because', 'I', ""'ve"", 'lost', 'my', 'credit~card', '.']","['speaker', 'because', 'speaker', 'have', 'lose', 'speaker', 'credit~card', '.']","['PRO', 'SUB', 'PRO', 'NOW', 'EXT', 'HAS', 'CON', 'NIL']","['O', 'O', 'O', 'O', 'lose.v.05', 'O', 'credit_card.n.01', 'O']"
1571, p20/d1539,None,entity.n.01,"['None', 'of', 'the', 'children']","['entity', 'of', 'the', 'child']","['NOT', 'REL', 'DEF', 'CON']","['entity.n.01', 'O', 'O', 'child.n.01']"
1572, p20/d1539,children,child.n.01,"['None', 'of', 'the', 'children', 'are', 'sitting', '.']","['entity', 'of', 'the', 'child', 'be', 'sit', '.']","['NOT', 'REL', 'DEF', 'CON', 'NOW', 'EXG', 'NIL']","['entity.n.01', 'O', 'O', 'child.n.01', 'O', 'sit.v.01', 'O']"
1573, p10/d2863,one,person.n.01,"['No', 'one', 'was', 'alive', '.']","['no', 'person', 'be', 'alive', '.']","['NOT', 'CON', 'PST', 'IST', 'NIL']","['O', 'person.n.01', 'O', 'alive.a.01', 'O']"
1574, p20/d2365,consulted,consult.v.01,"['We', 'consulted', 'them', 'about', 'the']","['speaker', 'consult', 'person', 'about', 'the']","['PRO', 'EPS', 'PRO', 'REL', 'DEF']","['O', 'consult.v.01', 'person.n.01', 'O', 'O']"
1575, p20/d2365,them,person.n.01,"['We', 'consulted', 'them', 'about', 'the', 'problem']","['speaker', 'consult', 'person', 'about', 'the', 'problem']","['PRO', 'EPS', 'PRO', 'REL', 'DEF', 'CON']","['O', 'consult.v.01', 'person.n.01', 'O', 'O', 'problem.n.01']"
1576, p10/d2917,one,person.n.01,"['No', 'one', 'is', 'perfect', '.']","['no', 'person', 'be', 'perfect', '.']","['NOT', 'CON', 'NOW', 'IST', 'NIL']","['O', 'person.n.01', 'O', 'perfect.a.01', 'O']"
1577, p10/d2384,eagle,eagle.n.01,"['The', 'eagle', 'is', 'white', '.']","['the', 'eagle', 'be', 'white', '.']","['DEF', 'CON', 'NOW', 'COL', 'NIL']","['O', 'eagle.n.01', 'O', 'white.a.01', 'O']"
1578, p00/d2303,Tom,male.n.02,"['Tom', 'did', ""n't"", 'answer']","['tom', 'do', 'not', 'answer']","['PER', 'PST', 'NOT', 'EXS']","['male.n.02', 'O', 'O', 'answer.v.03']"
1579, p00/d2303,answer,answer.v.03,"['Tom', 'did', ""n't"", 'answer', 'all', 'the', 'questions']","['tom', 'do', 'not', 'answer', 'all', 'the', 'question']","['PER', 'PST', 'NOT', 'EXS', 'AND', 'DEF', 'CON']","['male.n.02', 'O', 'O', 'answer.v.03', 'O', 'O', 'question.n.03']"
1580, p00/d1385,tall,tall.a.01,"['How', 'tall', 'is', 'Mike~Tyson', '?']","['how', 'tall', 'be', 'mike~tyson', '?']","['QUE', 'DEG', 'NOW', 'PER', 'QUE']","['O', 'tall.a.01', 'O', 'male.n.02', 'O']"
1581, p00/d0828,It,entity.n.01,"['It', ""'s"", 'nice', '.']","['entity', 'be', 'nice', '.']","['PRO', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'nice.a.01', 'O']"
1582, p00/d2896,Man,man.n.11,"['Man', 'has', 'been', 'writing']","['man', 'have', 'be', 'write']","['CON', 'NOW', 'PFT', 'EXG']","['man.n.11', 'O', 'O', 'write.v.02']"
1583, p00/d2896,writing,write.v.02,"['Man', 'has', 'been', 'writing', 'for', 'about', '6000']","['man', 'have', 'be', 'write', 'for', 'about', '6000']","['CON', 'NOW', 'PFT', 'EXG', 'REL', 'APX', 'QUC']","['man.n.11', 'O', 'O', 'write.v.02', 'O', 'O', 'O']"
1584, p00/d1514,Tom,male.n.02,"['Tom', 'does', ""n't"", 'know']","['tom', 'do', 'not', 'know']","['PER', 'NOW', 'NOT', 'EXS']","['male.n.02', 'O', 'O', 'know.v.04']"
1585, p00/d1514,know,know.v.04,"['Tom', 'does', ""n't"", 'know', 'me', '.']","['tom', 'do', 'not', 'know', 'speaker', '.']","['PER', 'NOW', 'NOT', 'EXS', 'PRO', 'NIL']","['male.n.02', 'O', 'O', 'know.v.04', 'O', 'O']"
1586, p10/d3411,She,female.n.02,"['She', 'dialed', 'the', 'wrong']","['female', 'dial', 'the', 'wrong']","['PRO', 'EPS', 'DEF', 'IST']","['female.n.02', 'dial.v.02', 'O', 'wrong.a.01']"
1587, p10/d3411,dialed,dial.v.02,"['She', 'dialed', 'the', 'wrong', 'number']","['female', 'dial', 'the', 'wrong', 'number']","['PRO', 'EPS', 'DEF', 'IST', 'CON']","['female.n.02', 'dial.v.02', 'O', 'wrong.a.01', 'number.n.04']"
1588, p10/d3411,wrong,wrong.a.01,"['She', 'dialed', 'the', 'wrong', 'number', '.']","['female', 'dial', 'the', 'wrong', 'number', '.']","['PRO', 'EPS', 'DEF', 'IST', 'CON', 'NIL']","['female.n.02', 'dial.v.02', 'O', 'wrong.a.01', 'number.n.04', 'O']"
1589, p00/d1755,She,female.n.02,"['She', 'sang', 'a', 'song']","['female', 'sing', 'a', 'song']","['PRO', 'EPS', 'DIS', 'CON']","['female.n.02', 'sing.v.02', 'O', 'song.n.01']"
1590, p00/d1755,sang,sing.v.02,"['She', 'sang', 'a', 'song', '.']","['female', 'sing', 'a', 'song', '.']","['PRO', 'EPS', 'DIS', 'CON', 'NIL']","['female.n.02', 'sing.v.02', 'O', 'song.n.01', 'O']"
1591, p10/d1955,Finns,country.n.02,"['Many', 'Finns', 'are', 'interested', 'in']","['+', 'finland', 'be', 'interested', 'in']","['QUV', 'GPO', 'NOW', 'IST', 'REL']","['O', 'country.n.02', 'O', 'interested.a.01', 'O']"
1592, p10/d1955,interested,interested.a.01,"['Many', 'Finns', 'are', 'interested', 'in', 'culture', '.']","['+', 'finland', 'be', 'interested', 'in', 'culture', '.']","['QUV', 'GPO', 'NOW', 'IST', 'REL', 'CON', 'NIL']","['O', 'country.n.02', 'O', 'interested.a.01', 'O', 'culture.n.02', 'O']"
1593, p00/d2129,buds,bud.n.02,"['The', 'buds', 'began', 'to', 'open']","['the', 'bud', 'begin', 'to', 'open']","['DEF', 'CON', 'EPS', 'NIL', 'EXS']","['O', 'bud.n.02', 'begin.v.01', 'O', 'open.v.03']"
1594, p00/d2129,began,begin.v.01,"['The', 'buds', 'began', 'to', 'open', '.']","['the', 'bud', 'begin', 'to', 'open', '.']","['DEF', 'CON', 'EPS', 'NIL', 'EXS', 'NIL']","['O', 'bud.n.02', 'begin.v.01', 'O', 'open.v.03', 'O']"
