,sentence,word,sense,context,sym_context,sem_context,sns_context
1853, p00/d2045,misled,mislead.v.01,"['Mary', 'misled', 'me', '.']","['mary', 'mislead', 'speaker', '.']","['PER', 'EPS', 'PRO', 'NIL']","['female.n.02', 'mislead.v.01', 'O', 'O']"
1854, p00/d1532,are,be.v.03,"['There', 'are', 'rats', 'in']","['there', 'be', 'rat', 'in']","['NIL', 'ENS', 'CON', 'REL']","['O', 'be.v.03', 'rat.n.01', 'O']"
1855, p00/d1532,rats,rat.n.01,"['There', 'are', 'rats', 'in', 'the']","['there', 'be', 'rat', 'in', 'the']","['NIL', 'ENS', 'CON', 'REL', 'DEF']","['O', 'be.v.03', 'rat.n.01', 'O', 'O']"
1856, p00/d1532,kitchen,kitchen.n.01,"['in', 'the', 'kitchen', '.']","['in', 'the', 'kitchen', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'kitchen.n.01', 'O']"
1857, p10/d0040,badger,badger.n.02,"['The', 'badger', 'is', ""n't""]","['the', 'badger', 'be', 'not']","['DEF', 'CON', 'NOW', 'NOT']","['O', 'badger.n.02', 'O', 'O']"
1858, p10/d0040,burrowing,burrow.v.01,"['is', ""n't"", 'burrowing', 'a', 'hole']","['be', 'not', 'burrow', 'a', 'hole']","['NOW', 'NOT', 'EXG', 'DIS', 'CON']","['O', 'O', 'burrow.v.01', 'O', 'hole.n.02']"
1859, p00/d2640,nervous,nervous.a.04,"['I', ""'m"", 'nervous', 'now', '.']","['speaker', 'be', 'nervous', 'now', '.']","['PRO', 'NOW', 'IST', 'NOW', 'NIL']","['O', 'O', 'nervous.a.04', 'O', 'O']"
1860, p30/d0714,assassination,assassination.n.02,"['The', 'assassination', 'of', 'Rabin']","['the', 'assassination', 'of', 'rabin']","['DEF', 'CON', 'REL', 'PER']","['O', 'assassination.n.02', 'O', 'male.n.02']"
1861, p30/d0714,Rabin,male.n.02,"['assassination', 'of', 'Rabin', 'took', 'place']","['assassination', 'of', 'rabin', 'take~place', 'place']","['CON', 'REL', 'PER', 'EPS', 'REL']","['assassination.n.02', 'O', 'male.n.02', 'take_place.v.01', 'O']"
1862, p30/d0714,took,take_place.v.01,"['of', 'Rabin', 'took', 'place', 'in']","['of', 'rabin', 'take~place', 'place', 'in']","['REL', 'PER', 'EPS', 'REL', 'REL']","['O', 'male.n.02', 'take_place.v.01', 'O', 'O']"
1863, p10/d2843,furnished,furnish.v.01,"['They', 'furnished', 'the', 'library']","['person', 'furnish', 'the', 'library']","['PRO', 'EPS', 'DEF', 'CON']","['O', 'furnish.v.01', 'O', 'library.n.01']"
1864, p10/d2843,library,library.n.01,"['furnished', 'the', 'library', 'with', 'new']","['furnish', 'the', 'library', 'with', 'new']","['EPS', 'DEF', 'CON', 'REL', 'IST']","['furnish.v.01', 'O', 'library.n.01', 'O', 'new.a.01']"
1865, p10/d2843,new,new.a.01,"['library', 'with', 'new', 'books', '.']","['library', 'with', 'new', 'book', '.']","['CON', 'REL', 'IST', 'CON', 'NIL']","['library.n.01', 'O', 'new.a.01', 'book.n.02', 'O']"
1866, p10/d2843,books,book.n.02,"['with', 'new', 'books', '.']","['with', 'new', 'book', '.']","['REL', 'IST', 'CON', 'NIL']","['O', 'new.a.01', 'book.n.02', 'O']"
1867, p00/d2279,Tom,male.n.02,"['Tom', 'took', 'part']","['tom', 'take~part', 'part']","['PER', 'EPS', 'NIL']","['male.n.02', 'take_part.v.01', 'O']"
1868, p00/d2279,took,take_part.v.01,"['Tom', 'took', 'part', 'in']","['tom', 'take~part', 'part', 'in']","['PER', 'EPS', 'NIL', 'REL']","['male.n.02', 'take_part.v.01', 'O', 'O']"
1869, p00/d2279,race,race.n.02,"['in', 'the', 'race', '.']","['in', 'the', 'race', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'race.n.02', 'O']"
1870, p10/d3098,Mary,female.n.02,"['Mary', 'hates', 'Halloween']","['mary', 'hate', 'halloween']","['PER', 'ENS', 'HAP']","['female.n.02', 'hate.v.01', 'day.n.03']"
1871, p10/d3098,hates,hate.v.01,"['Mary', 'hates', 'Halloween', '.']","['mary', 'hate', 'halloween', '.']","['PER', 'ENS', 'HAP', 'NIL']","['female.n.02', 'hate.v.01', 'day.n.03', 'O']"
1872, p10/d3098,Halloween,day.n.03,"['Mary', 'hates', 'Halloween', '.']","['mary', 'hate', 'halloween', '.']","['PER', 'ENS', 'HAP', 'NIL']","['female.n.02', 'hate.v.01', 'day.n.03', 'O']"
1873, p00/d1443,Tom,male.n.02,"['Tom', 'was', ""n't""]","['tom', 'be', 'not']","['PER', 'PST', 'NOT']","['male.n.02', 'O', 'O']"
1874, p00/d1443,wearing,wear.v.01,"['was', ""n't"", 'wearing', 'any', 'thing']","['be', 'not', 'wear', 'any', 'entity']","['PST', 'NOT', 'EXG', 'DIS', 'CON']","['O', 'O', 'wear.v.01', 'O', 'entity.n.01']"
1875, p00/d1443,thing,entity.n.01,"['wearing', 'any', 'thing', '.']","['wear', 'any', 'entity', '.']","['EXG', 'DIS', 'CON', 'NIL']","['wear.v.01', 'O', 'entity.n.01', 'O']"
1876, p00/d0761,Pierce,male.n.02,"['Pierce', 'lives', 'near']","['pierce', 'live', 'near']","['PER', 'ENS', 'APX']","['male.n.02', 'live.v.01', 'near.a.01']"
1877, p00/d0761,lives,live.v.01,"['Pierce', 'lives', 'near', 'Rossville~Blvd']","['pierce', 'live', 'near', 'rossville~boulevard']","['PER', 'ENS', 'APX', 'GEO']","['male.n.02', 'live.v.01', 'near.a.01', 'way.n.06']"
1878, p00/d0761,near,near.a.01,"['Pierce', 'lives', 'near', 'Rossville~Blvd', '.']","['pierce', 'live', 'near', 'rossville~boulevard', '.']","['PER', 'ENS', 'APX', 'GEO', 'NIL']","['male.n.02', 'live.v.01', 'near.a.01', 'way.n.06', 'O']"
1879, p00/d0761,Rossville~Blvd,way.n.06,"['lives', 'near', 'Rossville~Blvd', '.']","['live', 'near', 'rossville~boulevard', '.']","['ENS', 'APX', 'GEO', 'NIL']","['live.v.01', 'near.a.01', 'way.n.06', 'O']"
1880, p00/d1155,boy-scouts,boy_scout.n.01,"['The', 'boy-scouts', 'jeered', 'and']","['the', 'boy~scout', 'jeer', 'and']","['DEF', 'ROL', 'EPS', 'COO']","['O', 'boy_scout.n.01', 'jeer.v.01', 'O']"
1881, p00/d1155,jeered,jeer.v.01,"['The', 'boy-scouts', 'jeered', 'and', 'scuttled']","['the', 'boy~scout', 'jeer', 'and', 'scuttle']","['DEF', 'ROL', 'EPS', 'COO', 'EPS']","['O', 'boy_scout.n.01', 'jeer.v.01', 'O', 'scuttle.v.01']"
1882, p00/d1155,scuttled,scuttle.v.01,"['jeered', 'and', 'scuttled', 'into', 'the']","['jeer', 'and', 'scuttle', 'into', 'the']","['EPS', 'COO', 'EPS', 'REL', 'DEF']","['jeer.v.01', 'O', 'scuttle.v.01', 'O', 'O']"
1883, p00/d1155,building,building.n.01,"['into', 'the', 'building', '.']","['into', 'the', 'building', '.']","['REL', 'DEF', 'CON', 'NIL']","['O', 'O', 'building.n.01', 'O']"
1884, p00/d3123,borrowed,borrow.v.01,"['I', 'borrowed', 'Tom', ""'s""]","['speaker', 'borrow', 'tom', ""'s""]","['PRO', 'EPS', 'PER', 'HAS']","['O', 'borrow.v.01', 'male.n.02', 'O']"
1885, p00/d3123,Tom,male.n.02,"['I', 'borrowed', 'Tom', ""'s"", 'car']","['speaker', 'borrow', 'tom', ""'s"", 'car']","['PRO', 'EPS', 'PER', 'HAS', 'CON']","['O', 'borrow.v.01', 'male.n.02', 'O', 'car.n.01']"
1886, p00/d3123,car,car.n.01,"['Tom', ""'s"", 'car', '.']","['tom', ""'s"", 'car', '.']","['PER', 'HAS', 'CON', 'NIL']","['male.n.02', 'O', 'car.n.01', 'O']"
1887, p00/d2517,eat,eat.v.01,"['I', 'eat', 'a', 'banana']","['speaker', 'eat', 'a', 'banana']","['PRO', 'ENS', 'DIS', 'CON']","['O', 'eat.v.01', 'O', 'banana.n.02']"
1888, p00/d2517,banana,banana.n.02,"['eat', 'a', 'banana', '.']","['eat', 'a', 'banana', '.']","['ENS', 'DIS', 'CON', 'NIL']","['eat.v.01', 'O', 'banana.n.02', 'O']"
1889, p10/d3144,policeman,policeman.n.01,"['The', 'policeman', 'was', 'off']","['the', 'policeman', 'be', 'off']","['DEF', 'ROL', 'PST', 'IST']","['O', 'policeman.n.01', 'O', 'off.a.01']"
1890, p10/d3144,off,off.a.01,"['policeman', 'was', 'off', 'duty', '.']","['policeman', 'be', 'off', 'duty', '.']","['ROL', 'PST', 'IST', 'CON', 'NIL']","['policeman.n.01', 'O', 'off.a.01', 'duty.n.02', 'O']"
1891, p10/d3144,duty,duty.n.02,"['was', 'off', 'duty', '.']","['be', 'off', 'duty', '.']","['PST', 'IST', 'CON', 'NIL']","['O', 'off.a.01', 'duty.n.02', 'O']"
1892, p00/d2182,having,have.v.06,"['I', 'was', 'having', 'dinner', 'with']","['speaker', 'be', 'have', 'dinner', 'with']","['PRO', 'PST', 'EXG', 'CON', 'REL']","['O', 'O', 'have.v.06', 'dinner.n.01', 'O']"
1893, p00/d2182,dinner,dinner.n.01,"['was', 'having', 'dinner', 'with', 'Tom']","['be', 'have', 'dinner', 'with', 'tom']","['PST', 'EXG', 'CON', 'REL', 'PER']","['O', 'have.v.06', 'dinner.n.01', 'O', 'male.n.02']"
1894, p00/d2182,Tom,male.n.02,"['dinner', 'with', 'Tom', '.']","['dinner', 'with', 'tom', '.']","['CON', 'REL', 'PER', 'NIL']","['dinner.n.01', 'O', 'male.n.02', 'O']"
1895, p00/d2432,glasses,glasses.n.03,"['did', 'the', 'glasses', 'cost', '?']","['do', 'the', 'glasses', 'cost', '?']","['PST', 'DEF', 'CON', 'EXS', 'QUE']","['O', 'O', 'glasses.n.03', 'cost.v.01', 'O']"
1896, p00/d2432,cost,cost.v.01,"['the', 'glasses', 'cost', '?']","['the', 'glasses', 'cost', '?']","['DEF', 'CON', 'EXS', 'QUE']","['O', 'glasses.n.03', 'cost.v.01', 'O']"
1897, p10/d2837,in~love,in_love.a.01,"['I', ""'m"", 'in~love', 'with', 'her']","['speaker', 'be', 'in~love', 'with', 'female']","['PRO', 'NOW', 'IST', 'REL', 'PRO']","['O', 'O', 'in_love.a.01', 'O', 'female.n.02']"
1898, p10/d2837,her,female.n.02,"['in~love', 'with', 'her', '.']","['in~love', 'with', 'female', '.']","['IST', 'REL', 'PRO', 'NIL']","['in_love.a.01', 'O', 'female.n.02', 'O']"
1899, p10/d3433,Comfort,comfort.v.01,"['Comfort', 'him', '.']","['comfort', 'male', '.']","['EXS', 'PRO', 'NIL']","['comfort.v.01', 'male.n.02', 'O']"
1900, p10/d3433,him,male.n.02,"['Comfort', 'him', '.']","['comfort', 'male', '.']","['EXS', 'PRO', 'NIL']","['comfort.v.01', 'male.n.02', 'O']"
1901, p30/d1387,what,entity.n.01,"['In', 'what', 'part', 'of']","['in', 'entity', 'part', 'of']","['REL', 'QUE', 'CON', 'REL']","['O', 'entity.n.01', 'part.n.05', 'O']"
1902, p30/d1387,part,part.n.05,"['In', 'what', 'part', 'of', 'Russia']","['in', 'entity', 'part', 'of', 'russia']","['REL', 'QUE', 'CON', 'REL', 'GPE']","['O', 'entity.n.01', 'part.n.05', 'O', 'country.n.02']"
1903, p30/d1387,Russia,country.n.02,"['part', 'of', 'Russia', 'did', 'an']","['part', 'of', 'russia', 'do', 'an']","['CON', 'REL', 'GPE', 'PST', 'DIS']","['part.n.05', 'O', 'country.n.02', 'O', 'O']"
1904, p30/d1387,oilpipe,oil_pipeline.n.01,"['did', 'an', 'oilpipe', 'burst', '?']","['do', 'an', 'oil~pipeline', 'burst', '?']","['PST', 'DIS', 'CON', 'EXS', 'QUE']","['O', 'O', 'oil_pipeline.n.01', 'burst.v.01', 'O']"
1905, p30/d1387,burst,burst.v.01,"['an', 'oilpipe', 'burst', '?']","['an', 'oil~pipeline', 'burst', '?']","['DIS', 'CON', 'EXS', 'QUE']","['O', 'oil_pipeline.n.01', 'burst.v.01', 'O']"
1906, p10/d0830,surpass,surpass.v.02,"['Nobody', 'can', 'surpass', 'him', '.']","['person', 'can', 'surpass', 'male', '.']","['NOT', 'POS', 'EXS', 'PRO', 'NIL']","['O', 'O', 'surpass.v.02', 'male.n.02', 'O']"
1907, p10/d0830,him,male.n.02,"['can', 'surpass', 'him', '.']","['can', 'surpass', 'male', '.']","['POS', 'EXS', 'PRO', 'NIL']","['O', 'surpass.v.02', 'male.n.02', 'O']"
1908, p00/d3182,bedroom,bedroom.n.01,"['My', 'bedroom', 'is', 'crawling']","['speaker', 'bedroom', 'be', 'crawl']","['HAS', 'CON', 'NOW', 'EXG']","['O', 'bedroom.n.01', 'O', 'crawl.v.03']"
1909, p00/d3182,crawling,crawl.v.03,"['bedroom', 'is', 'crawling', 'with', 'spiders']","['bedroom', 'be', 'crawl', 'with', 'spider']","['CON', 'NOW', 'EXG', 'REL', 'CON']","['bedroom.n.01', 'O', 'crawl.v.03', 'O', 'spider.n.01']"
1910, p00/d3182,spiders,spider.n.01,"['crawling', 'with', 'spiders', '.']","['crawl', 'with', 'spider', '.']","['EXG', 'REL', 'CON', 'NIL']","['crawl.v.03', 'O', 'spider.n.01', 'O']"
1911, p00/d1994,Ken,male.n.02,"['Ken', 'was', ""n't""]","['ken', 'be', 'not']","['PER', 'PST', 'NOT']","['male.n.02', 'O', 'O']"
1912, p00/d1994,running,run.v.01,"['was', ""n't"", 'running', '.']","['be', 'not', 'run', '.']","['PST', 'NOT', 'EXG', 'NIL']","['O', 'O', 'run.v.01', 'O']"
1913, p00/d1381,What,entity.n.01,"['What', 'is', 'the']","['entity', 'be', 'the', 'the']","['QUE', 'ENS', 'DEF', 'DEF']","['entity.n.01', 'be.v.02', 'O', 'O']"
1914, p00/d1381,is,be.v.02,"['What', 'is', 'the', 'height']","['entity', 'be', 'the', 'height', 'the']","['QUE', 'ENS', 'DEF', 'CON', 'DEF']","['entity.n.01', 'be.v.02', 'O', 'height.n.01', 'O']"
1915, p00/d1381,height,height.n.01,"['is', 'the', 'height', 'of', 'the']","['be', 'the', 'height', 'of', 'the']","['ENS', 'DEF', 'CON', 'REL', 'DEF']","['be.v.02', 'O', 'height.n.01', 'O', 'O']"
1916, p00/d1381,tallest,tall.a.01,"['of', 'the', 'tallest', 'redwood', '?']","['the', 'of', 'the', 'tall', 'redwood', '?']","['DEF', 'REL', 'DEF', 'TOP', 'CON', 'QUE']","['O', 'O', 'O', 'tall.a.01', 'redwood.n.02', 'O']"
1917, p00/d1381,redwood,redwood.n.02,"['the', 'tallest', 'redwood', '?']","['the', 'the', 'tall', 'redwood', '?']","['DEF', 'DEF', 'TOP', 'CON', 'QUE']","['O', 'O', 'tall.a.01', 'redwood.n.02', 'O']"
1918, p00/d2727,dozing,doze_off.v.01,"['We', 'are', 'dozing', 'off', '.']","['speaker', 'be', 'doze~off', 'off', '.']","['PRO', 'NOW', 'EXG', 'REL', 'NIL']","['O', 'O', 'doze_off.v.01', 'O', 'O']"
1919, p00/d0881,Nice,nice.a.01,"['Nice', 'suit', '.']","['nice', 'suit', '.']","['IST', 'CON', 'NIL']","['nice.a.01', 'suit.n.01', 'O']"
1920, p00/d0881,suit,suit.n.01,"['Nice', 'suit', '.']","['nice', 'suit', '.']","['IST', 'CON', 'NIL']","['nice.a.01', 'suit.n.01', 'O']"
1921, p00/d1962,Who,person.n.01,"['Who', 'won', '?']","['person', 'win', '?']","['QUE', 'EPS', 'QUE']","['person.n.01', 'win.v.01', 'O']"
1922, p00/d1962,won,win.v.01,"['Who', 'won', '?']","['person', 'win', '?']","['QUE', 'EPS', 'QUE']","['person.n.01', 'win.v.01', 'O']"
1923, p00/d2691,She,female.n.02,"['She', 'loves', 'to']","['female', 'love', 'to']","['PRO', 'ENS', 'NIL']","['female.n.02', 'love.v.02', 'O']"
1924, p00/d2691,loves,love.v.02,"['She', 'loves', 'to', 'cook']","['female', 'love', 'to', 'cook']","['PRO', 'ENS', 'NIL', 'EXS']","['female.n.02', 'love.v.02', 'O', 'cook.v.01']"
1925, p00/d2691,cook,cook.v.01,"['loves', 'to', 'cook', '.']","['love', 'to', 'cook', '.']","['ENS', 'NIL', 'EXS', 'NIL']","['love.v.02', 'O', 'cook.v.01', 'O']"
1926, p10/d2139,They,person.n.01,"['They', 'called', 'President']","['person', 'call', 'president']","['PRO', 'EPS', 'ROL']","['person.n.01', 'call.v.02', 'president.n.01']"
1927, p10/d2139,called,call.v.02,"['They', 'called', 'President', 'Roosevelt']","['person', 'call', 'president', 'roosevelt']","['PRO', 'EPS', 'ROL', 'PER']","['person.n.01', 'call.v.02', 'president.n.01', 'male.n.02']"
1928, p10/d2139,President,president.n.01,"['They', 'called', 'President', 'Roosevelt', 'a']","['person', 'call', 'president', 'roosevelt', 'a']","['PRO', 'EPS', 'ROL', 'PER', 'DIS']","['person.n.01', 'call.v.02', 'president.n.01', 'male.n.02', 'O']"
1929, p10/d2139,Roosevelt,male.n.02,"['called', 'President', 'Roosevelt', 'a', 'pirate']","['call', 'president', 'roosevelt', 'a', 'pirate']","['EPS', 'ROL', 'PER', 'DIS', 'ROL']","['call.v.02', 'president.n.01', 'male.n.02', 'O', 'pirate.n.02']"
1930, p10/d2139,pirate,pirate.n.02,"['Roosevelt', 'a', 'pirate', '.']","['roosevelt', 'a', 'pirate', '.']","['PER', 'DIS', 'ROL', 'NIL']","['male.n.02', 'O', 'pirate.n.02', 'O']"
1931, p20/d1811,Tom,male.n.02,"['Tom', 'looked', 'like']","['tom', 'look', 'like']","['PER', 'EPS', 'SUB']","['male.n.02', 'look.v.02', 'O']"
1932, p20/d1811,looked,look.v.02,"['Tom', 'looked', 'like', 'he']","['tom', 'look', 'like', 'male']","['PER', 'EPS', 'SUB', 'PRO']","['male.n.02', 'look.v.02', 'O', 'male.n.02']"
1933, p20/d1811,he,male.n.02,"['looked', 'like', 'he', 'was', 'healthy']","['look', 'like', 'male', 'be', 'healthy']","['EPS', 'SUB', 'PRO', 'PST', 'IST']","['look.v.02', 'O', 'male.n.02', 'O', 'healthy.a.01']"
1934, p20/d1811,healthy,healthy.a.01,"['he', 'was', 'healthy', '.']","['male', 'be', 'healthy', '.']","['PRO', 'PST', 'IST', 'NIL']","['male.n.02', 'O', 'healthy.a.01', 'O']"
1935, p00/d1661,people,person.n.01,"['Some', 'people', 'might', 'assume']","['some', 'person', 'might', 'assume']","['DIS', 'CON', 'POS', 'EXS']","['O', 'person.n.01', 'O', 'assume.v.01']"
1936, p00/d1661,assume,assume.v.01,"['people', 'might', 'assume', 'that', '.']","['person', 'might', 'assume', 'entity', '.']","['CON', 'POS', 'EXS', 'DST', 'NIL']","['person.n.01', 'O', 'assume.v.01', 'entity.n.01', 'O']"
1937, p00/d1661,that,entity.n.01,"['might', 'assume', 'that', '.']","['might', 'assume', 'entity', '.']","['POS', 'EXS', 'DST', 'NIL']","['O', 'assume.v.01', 'entity.n.01', 'O']"
1938, p00/d1630,Everyone,person.n.01,"['Everyone', 'wants', 'that']","['person', 'want', 'entity']","['AND', 'ENS', 'DST']","['person.n.01', 'want.v.01', 'entity.n.01']"
1939, p00/d1630,wants,want.v.01,"['Everyone', 'wants', 'that', '.']","['person', 'want', 'entity', '.']","['AND', 'ENS', 'DST', 'NIL']","['person.n.01', 'want.v.01', 'entity.n.01', 'O']"
1940, p00/d1630,that,entity.n.01,"['Everyone', 'wants', 'that', '.']","['person', 'want', 'entity', '.']","['AND', 'ENS', 'DST', 'NIL']","['person.n.01', 'want.v.01', 'entity.n.01', 'O']"
1941, p20/d1493,It,entity.n.01,"['It', 'works', '.']","['entity', 'work', '.']","['PRO', 'ENS', 'NIL']","['entity.n.01', 'work.v.04', 'O']"
1942, p20/d1493,works,work.v.04,"['It', 'works', '.']","['entity', 'work', '.']","['PRO', 'ENS', 'NIL']","['entity.n.01', 'work.v.04', 'O']"
1943, p00/d3295,Warn,warn.v.01,"['Warn', 'Tom', '.']","['warn', 'tom', '.']","['EXS', 'PER', 'NIL']","['warn.v.01', 'male.n.02', 'O']"
1944, p00/d3295,Tom,male.n.02,"['Warn', 'Tom', '.']","['warn', 'tom', '.']","['EXS', 'PER', 'NIL']","['warn.v.01', 'male.n.02', 'O']"
1945, p20/d3195,know,know.v.01,"['do', ""n't"", 'know', 'how', 'they']","['do', 'not', 'know', 'manner', 'person']","['NOW', 'NOT', 'EXS', 'QUE', 'PRO']","['O', 'O', 'know.v.01', 'manner.n.01', 'person.n.01']"
1946, p20/d3195,how,manner.n.01,"[""n't"", 'know', 'how', 'they', 'did']","['not', 'know', 'manner', 'person', 'do']","['NOT', 'EXS', 'QUE', 'PRO', 'EPS']","['O', 'know.v.01', 'manner.n.01', 'person.n.01', 'do.v.02']"
1947, p20/d3195,they,person.n.01,"['know', 'how', 'they', 'did', 'it']","['know', 'manner', 'person', 'do', 'entity']","['EXS', 'QUE', 'PRO', 'EPS', 'PRO']","['know.v.01', 'manner.n.01', 'person.n.01', 'do.v.02', 'entity.n.01']"
1948, p20/d3195,did,do.v.02,"['how', 'they', 'did', 'it', '.']","['manner', 'person', 'do', 'entity', '.']","['QUE', 'PRO', 'EPS', 'PRO', 'NIL']","['manner.n.01', 'person.n.01', 'do.v.02', 'entity.n.01', 'O']"
1949, p20/d3195,it,entity.n.01,"['they', 'did', 'it', '.']","['person', 'do', 'entity', '.']","['PRO', 'EPS', 'PRO', 'NIL']","['person.n.01', 'do.v.02', 'entity.n.01', 'O']"
1950, p20/d2139,Sylvia,female.n.02,"['Sylvia', 'lives', 'in']","['sylvia', 'live', 'in']","['PER', 'ENS', 'REL']","['female.n.02', 'live.v.01', 'O']"
1951, p20/d2139,lives,live.v.01,"['Sylvia', 'lives', 'in', 'Alsace']","['sylvia', 'live', 'in', 'alsace']","['PER', 'ENS', 'REL', 'GPE']","['female.n.02', 'live.v.01', 'O', 'state.n.01']"
1952, p20/d2139,Alsace,state.n.01,"['lives', 'in', 'Alsace', '.']","['live', 'in', 'alsace', '.']","['ENS', 'REL', 'GPE', 'NIL']","['live.v.01', 'O', 'state.n.01', 'O']"
1953, p30/d3195,love,love.v.01,"['I', 'love', 'pizza', '.']","['speaker', 'love', 'pizza', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'love.v.01', 'pizza.n.01', 'O']"
1954, p30/d3195,pizza,pizza.n.01,"['I', 'love', 'pizza', '.']","['speaker', 'love', 'pizza', '.']","['PRO', 'ENS', 'CON', 'NIL']","['O', 'love.v.01', 'pizza.n.01', 'O']"
1955, p00/d2231,That,entity.n.01,"['That', ""'s"", 'obvious']","['entity', 'be', 'obvious']","['DST', 'NOW', 'IST']","['entity.n.01', 'O', 'obvious.a.01']"
1956, p00/d2231,obvious,obvious.a.01,"['That', ""'s"", 'obvious', '.']","['entity', 'be', 'obvious', '.']","['DST', 'NOW', 'IST', 'NIL']","['entity.n.01', 'O', 'obvious.a.01', 'O']"
1957, p10/d2548,grew,grow_up.v.01,"['I', 'grew', 'up', 'in']","['speaker', 'grow~up', 'up', 'in']","['PRO', 'EPS', 'REL', 'REL']","['O', 'grow_up.v.01', 'O', 'O']"
1958, p10/d2548,small,small.a.01,"['in', 'a', 'small', 'town', '.']","['in', 'a', 'small', 'town', '.']","['REL', 'DIS', 'DEG', 'CON', 'NIL']","['O', 'O', 'small.a.01', 'town.n.01', 'O']"
1959, p10/d2548,town,town.n.01,"['a', 'small', 'town', '.']","['a', 'small', 'town', '.']","['DIS', 'DEG', 'CON', 'NIL']","['O', 'small.a.01', 'town.n.01', 'O']"
1960, p20/d2927,Tom,male.n.02,"['Tom', 'is', 'awesome']","['tom', 'be', 'awesome']","['PER', 'NOW', 'IST']","['male.n.02', 'O', 'awesome.a.01']"
1961, p20/d2927,awesome,awesome.a.01,"['Tom', 'is', 'awesome', '.']","['tom', 'be', 'awesome', '.']","['PER', 'NOW', 'IST', 'NIL']","['male.n.02', 'O', 'awesome.a.01', 'O']"
1962, p30/d2192,His,male.n.02,"['His', 'house', 'is']","['male', 'house', 'be']","['HAS', 'CON', 'ENS']","['male.n.02', 'house.n.01', 'be.v.03']"
1963, p30/d2192,house,house.n.01,"['His', 'house', 'is', 'near']","['male', 'house', 'be', 'near']","['HAS', 'CON', 'ENS', 'APX']","['male.n.02', 'house.n.01', 'be.v.03', 'O']"
1964, p30/d2192,is,be.v.03,"['His', 'house', 'is', 'near', 'the']","['male', 'house', 'be', 'near', 'the']","['HAS', 'CON', 'ENS', 'APX', 'DEF']","['male.n.02', 'house.n.01', 'be.v.03', 'O', 'O']"
1965, p30/d2192,subway~station,subway_station.n.01,"['near', 'the', 'subway~station', '.']","['near', 'the', 'subway~station', '.']","['APX', 'DEF', 'CON', 'NIL']","['O', 'O', 'subway_station.n.01', 'O']"
1966, p10/d3134,news,news.n.04,"['The', 'news', 'spread', 'fast']","['the', 'news', 'spread', 'fast']","['DEF', 'CON', 'EPS', 'IST']","['O', 'news.n.04', 'spread.v.06', 'fast.r.01']"
1967, p10/d3134,spread,spread.v.06,"['The', 'news', 'spread', 'fast', '.']","['the', 'news', 'spread', 'fast', '.']","['DEF', 'CON', 'EPS', 'IST', 'NIL']","['O', 'news.n.04', 'spread.v.06', 'fast.r.01', 'O']"
1968, p10/d3134,fast,fast.r.01,"['news', 'spread', 'fast', '.']","['news', 'spread', 'fast', '.']","['CON', 'EPS', 'IST', 'NIL']","['news.n.04', 'spread.v.06', 'fast.r.01', 'O']"
1969, p00/d0889,hurry,hurry.v.01,"['have', 'to', 'hurry', '!']","['have', 'to', 'hurry', '!']","['NEC', 'NIL', 'EXS', 'EMP']","['O', 'O', 'hurry.v.01', 'O']"
1970, p20/d1621,are,be.v.03,"['There', 'are', 'a', 'lot']","['there', 'be', 'a', '+']","['NIL', 'ENS', 'DIS', 'QUV']","['O', 'be.v.03', 'O', 'O']"
1971, p20/d1621,breweries,brewery.n.01,"['lot', 'of', 'breweries', 'in', 'Bavaria']","['+', 'of', 'brewery', 'in', 'bavaria']","['QUV', 'REL', 'CON', 'REL', 'GPE']","['O', 'O', 'brewery.n.01', 'O', 'state.n.01']"
1972, p20/d1621,Bavaria,state.n.01,"['breweries', 'in', 'Bavaria', '.']","['brewery', 'in', 'bavaria', '.']","['CON', 'REL', 'GPE', 'NIL']","['brewery.n.01', 'O', 'state.n.01', 'O']"
1973, p00/d1480,She,female.n.02,"['She', ""'s"", 'brushing']","['female', 'be', 'brush']","['PRO', 'NOW', 'EXG']","['female.n.02', 'O', 'brush.v.03']"
1974, p00/d1480,brushing,brush.v.03,"['She', ""'s"", 'brushing', 'her', 'hair']","['female', 'be', 'brush', 'female', 'hair']","['PRO', 'NOW', 'EXG', 'HAS', 'CON']","['female.n.02', 'O', 'brush.v.03', 'female.n.02', 'hair.n.01']"
1975, p00/d1480,her,female.n.02,"[""'s"", 'brushing', 'her', 'hair', '.']","['be', 'brush', 'female', 'hair', '.']","['NOW', 'EXG', 'HAS', 'CON', 'NIL']","['O', 'brush.v.03', 'female.n.02', 'hair.n.01', 'O']"
1976, p00/d1480,hair,hair.n.01,"['brushing', 'her', 'hair', '.']","['brush', 'female', 'hair', '.']","['EXG', 'HAS', 'CON', 'NIL']","['brush.v.03', 'female.n.02', 'hair.n.01', 'O']"
1977, p00/d1147,shooting,shooting.n.01,"['The', 'shooting', 'had', 'ceased']","['the', 'shooting', 'have', 'cease']","['DEF', 'CON', 'PST', 'EXT']","['O', 'shooting.n.01', 'O', 'cease.v.01']"
1978, p00/d1147,ceased,cease.v.01,"['shooting', 'had', 'ceased', '.']","['shooting', 'have', 'cease', '.']","['CON', 'PST', 'EXT', 'NIL']","['shooting.n.01', 'O', 'cease.v.01', 'O']"
